index	word	definition	morphology_type
285	கடினத்தண்ணீர்	தாது உப்புகளுடன் கலந்த தண்ணீர் இது சோப்புடன் நுரை தராது.
286	மென்தண்ணீர்	தாது உப்புகள் இல்லாத தண்ணீர் இது சோப்புடன் நுரை தரும்.
295	சிறுவர்குற்றம்	சிறுவர்கள் செய்யும் தவறுகள்.
300	தேவநாகரிஎழுத்து	இந்தியாவின் தேசிய எழுத்து அதில் சமஸ்கிருதம், இந்தி, மராட்டி முதலிய அதிகமான மொழிகள் எழுதப்படுகின்றன
316	முதன்மைவண்ணம்	முன்னுரிமை பெற்று முதலிடம் வகிக்கும் நிறம்.
318	பிளாஸ்மாசவ்வு	இரத்தத்தினுடைய திரவ பகுதியில் காணப்படும் ரத்த செல்கள்
322	உதவிசெய்பவரான	பிறர் அல்லது ஒருவர் நன்மை அடையும் படியான செயலைச் செய்பவர்.
324	கெடுதல்செய்பவரான	மோசமான விளைவுகளை ஏற்படுத்துபவர்.
325	பிறர்நலவிரும்பி	தன்னைத் போலவே பிறர் நலத்திலும் அக்கறை செலுத்துபவர்.
327	சமுதாயநலமான	சமுதாயத்தில் உள்ள மக்கள்களுக்கு செய்திடும் நன்மைகள்.
333	பெண்எலி	சிறிய தலையும் நீண்ட வாலும் சற்றுப் பெருத்த வயிறும் உடைய பாலூட்டி இனத்தைச் சேர்ந்ததும் பெண் இனத்தை உடையதுமான எலி.
340	உலோகக்கூண்டு	உலோகத்திலான கூண்டு
346	எழுதும்உபகரணம்	எழுதுவதற்குப் பயன்படுத்தும் பொருள்.
347	சித்திரம்வரைந்த	ஓவியம் தீட்டிய நிலை.
379	சொற்களைஇணைக்கும்இடைக்குறி	வாக்கியங்களில் சொற்களை இணைக்கும் சிறு கோடு.
382	பெரியஅடைப்புக்குறி	சொல், எண் முதலியவற்றின் முன்னும் பின்னும் இடும் நகம் போல் வளைந்த அல்லது பகரம் போல் பெரிய அளவில் இருக்கும் குறியீடு.
385	வேகமானி	வேகத்தை அளக்கும் கருவி.
388	சிறியஅடைப்புக்குறி	சொல், எண் முதலியவற்றின் முன்னும் பின்னும் இடும் நகம் போல் வளைந்த அல்லது பகரம் போல் சிறிய அளவில் இருக்கும் குறியீடு.
393	நக்பங்சி	சில ஆசிய தேசங்களில் வாசிக்கப்படும் மூக்கினால் வாசிக்கப்படுகிற ஒரு வகை புல்லாங்குழல்
396	தபேலாவாத்தியம்	தோலினால் அமைந்த ஒரு இசைக்கருவி
397	ஜால்ராவாத்தியம்	ஒன்றோடொன்று தட்டி வாசிக்கப்படும் இரு பகுதிகளாக உள்ள வெண்கலக் கருவி
398	தந்திவாத்தியம்	வீணை மற்றும் வயலின் முதலிய கருவிகளில் நாதத்தை எழுப்புவதற்காக நீளவாக்கில் கட்டப்பட்டிருக்கும் வலுவான மெல்லிய கம்பி
409	மாமிசவறுவல்	இறைச்சியை உண்பதற்காக நெருப்பில் வேகவைப்பது.
414	மார்புகாம்பு	மார்பின் முனைப்பகுதி.
424	தாவரஉண்ணி	தாவரங்களை உணவாக உண்ணும் உயிரினம்.
434	அன்னவிடுதி	அன்னவிடுதி
453	தேவிக்கோயில்	ஒன்றில் தேவியின் சிலையை அமைத்து அதற்கு பூஜை செய்யும் கோயில்
454	ஜைனக்கோயில்	ஒன்றில் ஜைன மதத்தினர் பூசை செய்யும் ஒரு கோயில்
455	அக்னிகோயில்	புனிதமான அக்னி அமைந்திருக்கும் ஒரு கோயில்
456	பௌத்தகோயில்	புத்தரின் சிஷ்யர்கள் பூசை செய்யும் ஒரு கோயில்
458	சோமாசா	மைதாவில் ரவை, காய்ந்த பருப்பு முதலியவற்றால் உருவாக்கிய ஒரு தின்பண்டம்
459	பூசணிஅல்வா	வெள்ளை பூசணிக்காயால் உருவான ஒரு இனிப்பு
465	கல்சிலை	கல்லினால் அமைக்கப்பட்ட ஒரு சிலை
470	பாஸ்மதிஅரிசி	அரிசியின் ஒரு வகை.
477	தடவிகொடுத்தல்	தடவி கொடுக்கும் செயல்
484	கிறிஸ்துவசம்பந்தமான	கிறிஸ்துவமதத் தொடர்பானவை.
485	பாதரிமார்	கிறிஸ்துவ மதத்தில் தெய்வ தொண்டு செய்பவர்.
494	மதத்தைதோற்றுவித்தவர்	மதத்தை உருவாக்கியவர்.
508	அரைச்சதுர்த்தசி	கார்த்திகை மாத சுக்ல சதுர்த்தசி
512	நீண்டமூச்சு	நீளமான சுவாசம்.
531	துணைநாயகி	ஒரு நாடகத்தில் அல்லது திரைப்படத்தில் இரண்டாவது நாயகியாக இருப்பவள்.
533	துணைநாயகன்	கதை, காவியம் போன்றவற்றில் இரண்டாவது நாயகனாக வருபவன்.
547	ஆனந்தமையமான	மகிழ்ச்சிகரமாக இருக்கும் நிலை.
549	ஒத்துபோதல்	இணங்கிப்போதல்
550	தாய்ச்செல்	ஒன்றினுடைய மற்றொரு செல் அல்லது செல்களின் அமைப்பு ஏற்படும் செல்
554	புணரிச்செல்	ஒன்றில் புணர் செல்கள் உருவாகும் ஒரு முதிர்ச்சியடையாத உயிரினம்
561	உலைஅடுப்பு	செங்கல் போன்றவற்றால் உருவாக்கப்பட்ட ஒரு பெரிய அடுப்பு இதில் பலவிதமான
562	சமையல்உபகரணம்	சமைப்பதற்கான பொருள்.
566	துவரஞ்செடி	சாம்பாருக்குப் பயன்படுத்தும் உடைத்துத் தோல் நீக்கிய மஞ்சள் நிறத் தானியத்தை தரக் கூடிய செடி.
568	சைட்ரோபிளாசம்	செல்லின் மையத்திற்கு வெளியேயுள்ள உயிர் புரோட்டாபிளாசம்
569	புரோட்டபிளாசம்	ஒரு உயிர் மூலக்கூறில் செல் பொருள்கள் இருப்பதில்லை ஆனால் பிளாஸ்மா பகுதியோடு இணைந்திருக்கிறது
573	புரோட்டோபிளாசம்	செல்லில் காணப்படுகிற ஒரு பொருள்
575	மூளைசம்பந்தமான	மூளைசம்பந்தமான,
582	இரும்படுப்பு	கொல்லரால் இரும்புபோன்ற உபகரணம் மற்றும் பொருட்களால் தயாரிக்கப்படும் அடுப்பு
584	செல்பகுதி	செல்லின் ஏதாவது ஒரு பகுதி
588	அவமானங்களைதாங்கு	மதிப்பு, மரியாதை, கௌரவம் முதலியவை குறையும் படி வருவதைத் தாங்கிக்கொள்ளுதல்.
600	பச்சைகுத்துபவள்	பச்சை குத்தும் பெண்
612	விளையாட்டுஅட்டை	எண்களும் படங்களும் அச்சிடப் பட்ட, விளையாடப் பயன்படுத்தும் அட்டைகள் அல்லது அட்டைகளுள் ஒன்று மேற்குறிப்பிட்ட அட்டைகளைக் கொண்டு விளையாடப்படும் விளையாட்டு
614	தாவரப்பகுதி	ஒரு மரம் செடிகளின் ஏதாவது ஒரு பகுதி
640	சிறுகிளை	மரத்தின் தொடர்ச்சியாகப் பிரிந்து இலை, பூ, காய் ஆகியவற்றை தாங்கி இருக்கும் பகுதி.
643	பூக்கள்நிறைந்த	மலர்கள் உள்ள இடம்.
648	தானியம்விற்பவர்	தானிய வியாபாரம் செய்பவர்.
649	காய்கறிக்காரன்	காய்கள் விற்பவர்.
655	குறைவாகச்சாப்பிடுகிற	குறைவாக உணவை உண்ணக் கூடியத் தன்மை.
659	விலாஎலும்பு	உடலில் மார்ப்புக்கூட்டின் பக்க எலும்பு.
669	லட்சியமுள்ள	வாழ்வில் அடைய விரும்பும் உன்னத நிலை.
681	மாமன்மகள்	தாயின் சகோதரனின் மகள்
683	அத்தையின்மகன்	அப்பாவின் சகோதரியின் மகன்.
686	சித்தியின்மகன்	அம்மாவின் தங்கை மகன்.
688	எலும்புகூடா	உடலின் எலும்புக் கட்டமைப்பு.
694	நெய்யும்சாதனம்	பாய், துணி முதலியவற்றை நெய்வதற்கு பயன்படுத்தும் சாதனம்.
695	அறுக்கும்சாதனம்	பொருட்களை துண்டுதுண்டுகளாக ஆக்குவதற்கு பயன்படுத்தும் கருவி.
698	தீர்க்கமுடிந்த	பேச்சு, கருத்து, முடிவு முதலியவை குறித்து வருகையில் உள்ள தெளிவு.
699	விளக்கம்கொடுப்பவரான	விரிவான விளக்கம் கொடுப்பவர்
700	பெட்டைநாய்	நாய் இனத்தில் பெண் இனத்தை சேர்ந்தது.
712	ஆண்தோழன்	ஒரு பெண்ணுக்கு காதல் ரச முறையில் நண்பனாக இருக்கும் ஒருவர்
720	செயல்முடிவு	ஒரு வேலை முடிவடையும் செயல் அல்லது இயல்பு
721	அவைக்கலைப்பு	ஒரு கூட்டம் முடியும் செயல்
724	பால்யசிநேகிதன்	சிறுவயது காலத்து தோழன்
725	பால்யசிநேகிதி	சிறுவயது காலத்து தோழி
728	முள்ளங்கிச்செடி	சமையலில் பயன்படுத்தும் வெள்ளை நிறத்தில் அல்லது வெளிர்ச் சிவப்பு நிறத்தில் கூம்பு போன்ற வடிவத்தில் உள்ள காய் தரும் செடி.
731	விரல்சைகை	செய்தி தெரிவிக்கும் முறையில் அல்லது குறிப்பாக உணர்த்தும் முறையில் விரல்களின் அசைவு.
743	அடிப்படைப்பொருள்	அணுவைவிட மிகச்சிறிய கூறான அடிப்படைப்பொருள்
745	குட்டிபோடக்கூடிய	குட்டிப்போடும் தன்மையுள்ள நிலையை குறிப்பது.
749	பாடும்பறவை	இந்த பறவையினுடைய சத்தம் இனிமையாக இருக்கும்.
754	விசமற்றசர்ப்பம்	விஷமில்லாத ஒரு பாம்பு
756	பாம்புபடம்	பாம்பிற்கு சீற்றம் கொள்ளும் போது தன் தலையை விரிக்கும் நிலை.
758	பெண்பாம்பு	ஒன்றினுடைய முகம் மற்றும் வால் கிட்டதட்ட ஒன்றை போல காணப்படும் ஒரே விதமான பாம்பு
762	நாற்பத்தினைந்தாவது	எண்ணிக்கையில் நாற்பத்தினைந்தாவது இடத்தில் வருவது.
766	கவசம்அணிந்த	முற்காலத்தில் ஈட்டியோ அம்போ உட்புகாமல் இருக்கவும், இக்காலத்தில் குண்டுகள் துளைக்காமல் இருக்கவும், உலோகத் தகட்டாலான பாதுகாப்பு மேலுறையை அணிந்துக் கொள்ளும் நிலை.
774	கோரக்வழி	ஒரு சைவ மதத்தை பின்பற்றக்கூடிய துறவி மரபுவழிக் கொள்கையின் விரிவை கோரக்கநாத்தை போல செய்வது
779	புரட்டாசிமாதம்	தமிழ்மாதங்களில ஒன்று.
788	உயர்வுஅளிக்கிற	அளவு, மதிப்பு போன்றவற்றில் அதிகரிக்கின்ற
799	தொங்கும்திரை	ஜன்னல் முதலியவற்றின் மறைப்பாகவோ அறை முதலியவற்றில் தடுப்பாகவோ மாட்டப்படும் அல்லது தொங்கவிடப்படும் மடிப்புகள் கொண்டதாக தைக்கப்பட்டத் துணி.
805	விதிச்செயல்	கடவுள் வாயிலாக விதிக்கப்படும் மேலும் மாறாத செயல்
825	நற்புதல்வன்	நல்ல நடத்தையுள்ள ஒரு புத்திரன்
826	ஹீவீஸ்கர்	குஷான வம்சத்து ஒரு ராஜா
830	கர்வம்கொண்ட	பிறரை மதிக்காமல் தன்னைப்பற்றி உயர்வாக எண்ணும் தன்மை கொண்ட போக்கு.
832	கர்வமில்லாத	பிறரை மதிக்காமல் தன்னைப்பற்றி உயர்வாக எண்ணும் தன்மை இல்லாதத் தன்மை.
838	அம்மான்மகன்	அம்மாவுடன் பிறந்த ஆண்மகனின் மகன்.
849	பிறந்தகாலம்	ஒருவர் பிறந்த ஆண்டு.
854	தன்விருப்பமான	ஒன்றில் தன்னுடைய  இன்பத்தை வைத்திருப்பது
858	எல்லைபாதுகாவல	எல்லை பாதுகாப்பவன்.
860	வெளிபுறஉறுப்பு	உடலின் வெளிப்புறங்களில் உள்ள பாகம்.
865	வெளிபுறமுள்ள	உள்புறத்திற்கு எதிர் திசையில் உள்ளதைக் குறிப்பது.
868	உலகத்தொடர்பான	இந்த உலகத்துடன் தொடர்புடைய.
870	குடும்பசம்பந்தமில்லாத	குடும்பத்துடன் தொடர்பில்லாத நிலை.
871	உள்நாடான	ஒருநாட்டின் எல்லைகளுக்கு உட்பட்ட பகுதியான.
884	இயற்கைதலம்	இயற்கை உள்ள இடம்
891	திறந்தத	மூடப்படாத.
901	துக்கம்நிறைந்த	சோகமான நிலை.
930	பிரசவசஅறை	குழந்தை பெற்றெடுப்பதற்காக பயன்படும் அறை.
931	தகனஅறை	பிணம் எரிக்கும் அறை.
935	இறுதிஎல்லை	கடைசிஎல்லை.
940	இருப்பிடமுள்ள	ஒருவரின் அருகில் இருப்பிடம் அல்லது வசிப்பதற்கு வீடு இருப்பது
941	மாணவர்விடுதி	தற்காலிகமாகத் தங்க வாடகைக்கு அறைகள் தரும் இடம் மற்றும் மாணவர் போன்றோருக்கான இல்லம்.
960	அசிங்கமானபெண்	அழகில்லாத பெண்.
961	அழகானப்பெண்	அழகியத்தோற்றமுடைய பெண்ணை குறிப்பது.
969	சுற்றுபயணமான	பணி காரணமாகவோ மகிழ்ச்சியாகப் பொழுதைப் போக்குவதற்காகவோ பல இடங்களுக்குப் போய்வரும் பயணம்.
979	இயற்கைக்குமாறான	மனிதனால் உண்டாக்கப்படாமல் தானாகவே காணப்படும் மலை, நீர் போன்ற பொருள் அல்லது தானாகவே தோன்றும் மழை, காற்று, இடி போன்ற சக்திக்கு எதிரான நிலை.
980	இரகசியமானபேச்சு	ஒரு சிலரைத் தவிரப் பிறர் அறியாத நிலைப் பற்றி பேசுதல்.
996	ஓட்டுத்தையல்	ஓட்டுத்தையல்
997	அன்னவிடுதி	அன்னவிடுதி
999	கிழக்குகாற்று.	கிழக்கு திசையிலிருந்து வீசும் காற்று.
1006	நீதிசம்பந்தம்	எது சரி, எது தவறு என்ற கருத்து தொடர்பானவை.
1014	சித்தியின்புதல்வனான	தாயின் சகோதரியின் மகன்
1022	மூக்குத்துவாரம்	மூக்கின் துவாரம்
1026	பிறரைச்சார்ந்த	மற்றவர்களின் துணைகளோடு இருக்கும் தன்மை.
1032	தாவரமில்லாத	தாவரம் இல்லாத பகுதி.
1033	காதுகுரும்பி	காதின் உள் பகுதியில் உள்ள அழுக்கு
1037	சுயமரியாதையில்லாத	தன்மானம் இல்லாதத் தன்மை.
1038	மிகப்பெரியபோர்	நாடுகளுக்கு இடையில் பெரும் உயிர்சேதத்தையும் அழிவையும் உண்டாக்கும் வகையில் ஆயுதங்களைப் பயன்படுத்தி நடத்தும் சண்டை.
1041	கொரிலாயுத்தம்	மறைவிடத்திலிருந்து திடீரென்று வெளிப்பட்டு அரசுப் படைகளுக்கு எதிராக நடத்தும் தாக்குதல்.
1064	அலங்காரஜரிகை	வெள்ளியால் அல்லது தங்கத்தால் முலாம் பூசப்பட்ட பட்டு நூல்.
1069	சமூகஏற்பாடு	சமூகத்தோடு தொடர்புடைய ஒரு ஏற்பாடு
1072	உருவகஅணி	ஏதேனும் ஒரு மனித வடிவில் வர்ணிக்கும் அணி.
1076	ஆதவில்லாத	ஒருவருக்கு அல்லது ஒன்றுக்கு உதவியாக இல்லாத நிலை.
1078	போர்நிறுத்தக்கொடி	இரு தரப்பினரும் உடன்பட்டு அல்லது ஒரு தரப்பு தானே முன்வந்து நடந்து கொண்டிருக்கும் போரை நிறுத்துவதற்கு வேண்டி கம்பத்தில் ஏற்றும் சிறு அளவில் உள்ள துணி.
1092	நல்லசொற்பொழிவு	கேட்பதற்கு நன்றாக இருக்கும் ஒரு சொற்பொழிவு
1099	துலாதானம்	ஒன்றில் ஏதாவதொரு மனிதனின் எடைக்கு சமமாக தானியமோ அல்லது ஏதாவதொரு பொருளை தானமாகவோ கொடுக்கப்படும் பதினாறு மகாதானங்களில் ஒன்று
1102	சிந்தனையின்மை	மனிதனுக்கும் மட்டும் உரியதாகக் கருதப்படும் அறிவைப் பயன்படுத்திப் பகுத்துக் பார்க்கும்  திறன் இல்லாதத் தன்மை
1104	விரக்த்தியற்ற	கர்மம், சமுதாயம் முதலியவற்றால் ஒருவருக்கு ஏற்படும் ஆசை.
1108	அதிஷ்டக்காரனான	எப்படி, எதனால் என்று விளக்கமுடியாதபடி திடீரென்று ஒருவருக்கு வாய்க்கும் யோகமானநிலை.
1109	கற்பனைவாதி	ஒன்றைக் கற்பனை செய்வது
1115	பொறாமையில்லாததாக	தனக்குக் கிடைக்கவில்லை என்பதைப் பொறுக்காமல் ஒருவர் அடையும் எரிச்சல் கலந்த மனக் குறை இல்லாதத் தன்மை.
1117	காலத்திற்குஏற்ற	எல்லா காலத்திற்கும் தகுந்தவாறு இருத்தல்.
1122	உயர்ந்தபகுதி	ஒன்றின் அடிப்பகுதியிலிருந்து மேலே உள்ள பகுதியை குறிப்பது.
1126	ஆசைநிறைந்த	ஒன்றைக் குறித்து எதிர்பார்ப்புடன் கூடிய ஆவல் உள்ள நிலை.
1134	கருத்துவேறுபாட்டிற்குரிய	ஒரு பொருள் பற்றிய முறைப்படுத்தப்பட்ட சிந்தனை மாறுபாட்டிற்கு உள்ளவை.
1137	எண்ணுவதற்குரிய	வரிசையாக அல்லது முறைப்படி எண்களை அல்லது பொருட்களை எண்ணுவதற்கு உரியவை.
1141	ஜாதிசம்பந்தபட்ட	சாதி தொடர்பானவை.
1146	ஓரினத்தைச்சேர்ந்தவன்	ஒரே இனத்தைச் சார்ந்தவர்கள்.
1147	வடிகட்டினகஞ்சத்தனமான	அவசியமான செலவைக் கூடத் தவிர்த்துப் பணத்தை மிச்சம் பிடிக்க நினைக்கும் குணத்தை உடையத் தன்மை.
1148	புலனுறுப்பான	பார்த்தல், கேட்டல், நுகர்தல், சுவைத்தல், தொடுதல் ஆகிய அடிப்படை உணர்வுகளை அறியும் உறுப்புகள்
1150	மனஈடுபாடு	மனதில் ஏற்படும் ஆர்வம்.
1151	குலத்தில்தோன்றியவன்	ஜாதியிலிருந்து வந்தவர்கள்.
1152	நடுக்கமின்மை	நடுக்கமில்லாத நிலை
1165	துளையான	பெரும்பாலும் வட்டவடிவில் ஏற்படுத்தப்படும் சிறிய இடைவெளி அல்லது திறப்பு.
1167	இனியபண்பற்ற	மனிதனுடைய செயல், நடத்தை முதலியவற்றுக்கு கண்ணியம் தரும் நல்ல இயல்பு இல்லாதத் தன்மை.
1168	இரக்கமற்றதாக.	பிற உயிர்களுக்கு இரங்கும் தன்மை இல்லாத உணர்வாக உள்ள.
1179	துளையிடமுடியாத	பெரும்பாலும் வட்ட வடிவில் ஏற்படுத்தப்படும் சிறிய இடைவெளி அல்லது திறப்பு.
1194	ஆயுள்குறைவான	வாழ்நாட்கள் குறைவான நிலை.
1200	ருட்திராட்சமாலை	ருட்திராட்சத்தின் மாலை
1205	யாசித்தவுடன்	கேட்டு வாங்க அல்லது யாசித்து வாங்க
1211	இனிமையாகபேசுகிற	இனிமையாக பேசுதல்.
1222	நாற்படை	யானை, குதிரை, தேர் மற்றும் காலாட்படை  - இந்த நான்கு பிரிவுகளையுடைய சேனை
1227	பணியிலிருந்துநீக்கப்பட்ட	ஏதேனும் ஒரு பணியிலிருந்து நீக்குதல்.
1230	நவரத்தினமாலை	ஒன்பது ரத்தினங்களும் பதிக்கப்பட்ட ஒரு மாலை
1237	பூச்சரித்த	எதில் புழு உள்ளதோ(பழம்)
1246	நுழைந்துசெல்ல	ஒரு இடத்தை அடைவதற்கு கட்டடம், மைதானம் முதலியவற்றினுள் புகும் செயல்
1250	இராஜினாமாக்கடிதம்	பதவியிலிருந்து அல்லது பணியிலிருந்து முறையாக விலகுவதற்காக எழுதும் கடிதம்.
1256	மேற்குகாற்று	மேற்கு திசையிலிருந்து வீசும் காற்று
1257	பின்பக்கமான	முன்பக்கத்திற்கு எதிர் பக்கம்
1258	சிறியமலை.	பூமியின் மேற்பரப்பில்  மேல்நோக்கி, மிக அதிக உயரமாக  அமைந்திருக்கும்   உறுதியான பாறைகளின் சிறியத் தொகுதி
1268	மோட்டார்வ்ண்டி	பெட்ரோல், டீசல் போன்றவைகளால் இயக்கப்படுவது.
1269	சவாரிவண்டி	குதிரை, யானை, போன்ற விலங்குகளின் மீது அல்லது வாகனத்தில் அமர்ந்து செல்ல பயன்படும் ஒன்று.
1274	அலைந்துதிரிகிற	இங்கே அங்கேயும் சுற்றுதல்.
1278	மக்கள்கல்வி	மக்களுக்கு கொடுக்கப்படுகிற கல்வி
1289	குடும்பதலைவரான	பெரும்பாலும் சம்பாதிப்பவராக இருந்து ஒரு குடும்பத்தைப் பராமரிப்பவர்
1298	மத்தளம்வாசிப்பவன்	மத்தளம்வாசிப்பவன்
1302	துப்பாக்கிவிசை	துப்பாக்கி
1305	மயங்கிபோ	தலைச்சுற்றல் முதலியவை ஏற்பட்டுச் சுயநினைவு இழக்கும் நிலை.
1307	நீராவிஇயந்திரம்	கொதித்த நீரின் வாயுவில் இயக்கும் வாகனம்.
1313	பீஷ்டன்	ஓட்டத்தோடு தொடர்புடைய இயந்திரத்தில் உள்ள ஒரு கருவி
1335	சண்டைபோடும்குணமுடைய	கையாலோ கம்பாலோ ஆயுதத்தாலோ தாக்கிக்கொள்ளும் குணமுள்ளவை.
1345	அகஞ்சுரக்கும்தொகுதி	தன்னுடைய ஓட்டத்தை நேராக இரத்தத்தில் விடும் அகஞ்சுரக்கும் தொகுதி குழாயின் ஏதாவது ஒரு முடிச்சு
1350	ஒதுக்கபடாத	ஒன்றை அல்லது ஒருவரைத் தேவையில்லை, முக்கியத்துவம் இல்லை என்பதால் விட்டுவிடாத நிலை.
1357	சமயந்தவறிய	எது சந்தர்ப்பத்திற்கு மாறாக உள்ளதோ
1366	இகழக்கூடிய	ஒருவரை அவமதிக்கும் அல்லது கேலி செய்யும் செயல்.
1369	கல்மோதிரம்	ஒரு மோதிரத்தில் பதித்திருக்கும் கண்ணாடி
1375	பேராசைபடு	அளவுக்கு அதிகமாக ஆசைப்படுதல்.
1384	அக்ரூர்	கிருஷ்ணனின் சித்தப்பாவான ஒரு யாதவன்
1398	ஜெயிக்ககூடிய	வெற்றி அடைதல்.
1407	மகாபாவமான	புண்ணியத்துக்கு எதிரானது.
1409	பெண்எருமை	நீண்ட வளைந்த கொம்பும் கரிய நிறமும் தடித்த தோலும் கொண்ட பெண் இனத்தைச் சேர்ந்த ஒரு வகை மாடு.
1415	அறியவிருப்பமில்லாத	ஒன்றைப்பற்றிய செய்திகளை தெரிந்து கொள்ள விருப்பாத நிலை.
1418	ஒழுக்கம்நிறைந்த	உரிய முறையில் நடந்து கொள்ளுவதற்கு தனிமனிதன் கடைப்பிடிக்க வேண்டிய நெறி.
1422	இழைஒட்டித்தைக்கும்தையல்	துணிகளை தைக்கும் போது தூர தூரமாக இடைவெளி விட்டு தைப்பது.
1427	உயிருலகம்	இந்த உலகத்தில் உயிருடன் இருப்பது அல்லது உயிருள்ள பிராணிகளோடு  சேர்ந்திருப்பது
1428	நன்நடத்தையுள்ள	நன்மைத் தரக்கூடிய வகையில் சமூகத்தில் நடந்துகொள்ளும் விதம்.
1430	புத்ததிசாலிதனம்	கூர்மையான அறிவுடைய நபர்
1433	பால்உற்பத்தி	பாலிருந்து உருவாகும் சில பொருட்கள் அல்லது பாலினால் உருவாவது
1439	பூர்ணஅறிவு	சிந்தனை, அனுபவம், கல்வி போன்றவற்றில் முழுமையான தேர்ச்சி பெற்றிருத்தல்.
