index	word	definition	label
244	अधिक-दिन	वह तिथि जो सौरवर्ष पूर्ण करने के लिए जोड़ी जाती है	1
245	गूलू	एक वृक्ष 	1
246	सिनेगाग	यहूदियों का पूजा स्थल	1
247	संकर-समास	ऐसे दो शब्दों का समास जिसमें मिलनेवाले दोनों शब्द दो भाषाओं के हों	1
248	तारापीड़	एक पौराणिक राजा जो अयोध्या में राज करते थे	1
249	लौटवाना	लौटाने का काम दूसरे से कराना	1
250	गोइयार	एक छोटा पक्षी	1
251	अपवाहुक	एक प्रकार का वायु प्रकोप 	1
252	आभुक्ति	विधिक के क्षेत्र में, जो आपका नहीं हो ऐसे किसी सुख या सुभीते के भोग का विशेषाधिकार	1
253	ऊँटकटारा	एक प्रकार का काँटेदार पौधा जो कंकरीली और ऊसर जमीन पर फैलती है	1
254	झपटाना	किसी को झपटने में प्रवृत्त करना	1
255	चकमाकी	चकमक का या जिसमें चकमक लगा हो	1
256	आषाढ़ीय	आषाढ़ा नक्षत्र में होने वाला	1
257	बैजई	एक प्रकार का हल्का नीला रंग	1
258	गंधतृण	एक सुगंधित घास	1
259	नपुंसकलिंग	व्याकरण में तीन प्रकार के लिंगों में से एक जिसमें ऐसे पदार्थों का समावेश होता है जो न तो पुल्लिंग होता है और न ही स्त्री लिंग	1
260	नटमल्हार	संपूर्ण जाति का एक संकर राग जो नट और मल्लार के योग से बनता है	1
261	अभिहार	सामने से उठा ले जाने की क्रिया	1
262	मुरला	एक नदी 	1
263	तिदारी	बत्तक की जाति का एक पक्षी	1
264	डक्कारी	एक प्रकार का छोटा ढोल	1
265	रोंगटा	+ अत्यधिक आनंद,भय आदि विकारों के प्राबल्य से या अत्यधिक ठंड के एहसास से शरीर पर खड़ा होने वाला बाल	1
266	शल्योपचारिक	शल्योपचार से संबंध रखनेवाला	1
267	धमधूसर	भद्दा और मोटा व्यक्ति	1
268	बागेसरी	एक रागिनी	1
269	कहगिल	भूसा मिला मिट्टी का गारा	1
270	अप्रवेश्य	जिसमें प्रवेश न किया जा सके या जो प्रवेश के योग्य न हो	1
271	नरमाना	धीमा, मद्धिम या शांत होना	1
272	सुग्रह	फलित ज्योतिष के अनुसार शुभ या अच्छे ग्रह	1
273	भुजंगसंगता	एक वर्णवृत्त	1
274	आविद्ध	तलवार के बत्तीस हाथों में से एक	1
275	अनंतशक्ति	अपरिमित बल	1
276	साचरी	एक रागिनी	1
277	जवाही	जवाह रोग से पीड़ित	1
278	धातुविज्ञानी	धातुविज्ञान का ज्ञाता 	1
279	आकृतिविज्ञान	जीवों के रूप एवं रचना का विज्ञान	1
280	काकिणी	पण का चौथा भाग 	1
281	तुषांबु	एक प्रकार की काँजी	1
282	आदित्यकेतु	धृतराष्ट्र के एक पुत्र	1
283	अस्त्रविद्या	अस्त्र-शस्त्र चलाने तथा युद्ध आदि के नियम बताने वाला शास्त्र	1
284	तंतुकाष्ठ	जुलाहों के काम आने वाला एक उपकरण	1
285	टगालॉग	वह लिपि जिसमें टगलग भाषा लिखी जाती है 	1
286	पित्तविदग्ध-दृष्टि	एक नेत्र रोग जो दूषित पित्त के दृष्टिस्थान में आ जाने के कारण होता है	1
287	गोइँठौरा	वह स्थान जहाँ उपले जमा किए जाते हैं	1
288	अभुआना	हाथ-पैर पटकना और सिर धुनना या जोर से सिर हिलाना जिससे यह समझा जाय कि भूत आ गया है	1
289	मुद्राटोरी	एक रागिनी 	1
290	अन्याधीन	दूसरे पर भरोसा करने वाला	1
291	अकृष्ट	जिसमें खेती न की गई हो 	1
292	कुलनाश	कुल का सर्वनाश	1
293	अनवकाशित	एक पैर के बल पर खड़ा रहकर तप करने वाला ऋषि	1
294	अनपकार	अहित न करने की क्रिया	1
295	हेमाल	एक राग	1
296	धर्मग्रंथज्ञ	वह व्यक्ति जो धर्मग्रंथों का ज्ञाता हो	1
297	भँवर-जाल	सांसारिक झगड़े-बखेड़े या सांसारिक मोह का पाश	1
298	तवरक	एक प्रकार का पेड़ जो समुद्र तथा नदियों के किनारे होता है	1
299	सरबियाई	सरबिया नामक देश का रहनेवाला व्यक्ति	1
300	मधन	एक रागिनी	1
301	अन्यपूर्वा	वह कन्या जो किसी से या तो ब्याही होकर या वाग्दत्ता होकर फिर अन्य से ब्याही जाय	1
302	ऐन्टीलोप	एक रोमंथक जरायुज जंतु जिसके पैर लंबे होते हैं	1
303	ऐंप्यूल	वह शीशी जिसमें दवा रखी हो विशेषकर सीलबंद	1
304	अजूठा	जो जूठा न हो	1
305	गाँठदार	जिसमें गाँठें हों	1
306	ताम्रजाक्ष	कृष्ण के एक पुत्र	1
307	सँझला	मँझले के बादवाला या जिससे ऊपर केवल दो ही हों	1
308	आहार्य्य	वैद्यक के अनुसार ऐसा रोग जो बिना चीर-फाड़ या शल्य-चिकित्सा के ठीक नहीं होता हो	1
309	इतिवृत्तक	ऐसा पत्र जिसमें किसी आदमी या चीज के संबंध में, आदि से अब तक की सब बातें काल-क्रम से लिखी हों	1
310	ढिंढोरना	हाथ डालकर ढूँढना या तलाशना	1
311	विजयासप्तमी	शुक्लपक्ष की वह सप्तमी जो रविवार को पड़ती है	1
312	तड़पवाना	किसी को तड़पाने में प्रवृत्त करना	1
313	प्राचीनकुल	एक ऋषि	1
314	नवासीवाँ	गणना में नवासी के स्थान पर आने वाला	1
315	मधुशर्करा	शहद की बनी हुई चीनी	1
316	हिसालू	एक पौधा जिसके फल खाए जाते हैं	1
317	मेघ-गर्जन	बादलों की गड़गड़ाहट	1
318	औंधना	मुँह का नीचे की ओर होना	1
319	अध्यर्बुद	अर्बुद रोग के स्थान पर पुनः होने वाला अर्बुद	1
320	ज़हरबाद	एक प्रकार का जहरीला फोड़ा	1
321	सत्तरेक	लगभग सत्तर	1
322	नरवाह	वह सवारी जिसे मनुष्य खींचकर या ढोकर ले चले	1
323	रत्नकर्णिका	एक कर्णाभूषण	1
324	खटमुत्ता	वह व्यक्ति जो सोते समय खाट पर ही पेशाब कर देता हो 	1
325	लौहमल	गलाये हुए लोहे की मैल	1
326	मदनचतुर्दशी	चैत्र मास के शुक्ल पक्ष की चतुर्दशी	1
327	खारुआ	एक प्रकार का सूती कपड़ा जो खारुआ रंग में रंगा होता है	1
328	मुक्तापात	एक प्रकार की झाड़ी	1
329	घुड़मक्खी	एक प्रकार की मक्खी जो घोड़ों को तंग करती है	1
330	रतिलोल	एक राक्षस 	1
331	क़ब्ज़ावर	जिससे क़ब्ज़ हो	1
332	चक्कस	(पक्षियों के लिए) वह बनाई गई शाखा, छड़ आदि जो उनके लिए विश्राम-स्थल के रूप में प्रयुक्त हो	1
333	लँगड़ाना	भचक कर चलने या लँगड़ाने की अवस्था या भाव	1
334	कैंचा	एक प्रकार का बैल	1
335	कनमैलिया	कान की खोंठ निकालनेवाला व्यक्ति	1
336	थोकदारी	थोकदार का काम या थोक में बेचने का काम	1
337	सेंचक	सींचने वाला 	1
338	फटकाना	फटकने का काम दूसरे से कराना	1
339	नागद्रुमा	जिसकी पूँछ का सिरा सर्प के फन के आकार का हो (हाथी)	1
340	डाक-चौकी	प्राचीन काल में मार्ग में पड़नेवाला वह स्थान जहाँ यात्रा के घोड़े, हरकारे या सवारियाँ बदली जाती थीं	1
341	झबला	बच्चों का एक तरह का ढीला-ढाला पोशाक	1
342	क्रुज़ेरिओ	ब्राजील में चलने वाली मुद्रा	1
343	गोहरौर	पथे हुए कंडों का ढेर	1
344	अव्रण	व्रण का अभाव	1
345	तंबिया	ताँबे का छोटा तसला	1
346	संदेरशा	एक प्रकार का आम 	1
347	रसमुंडी	एक बंगला मिठाई	1
348	ब्राह्मीजगती	एक वैदिक छंद 	1
349	फरफर	जो शुष्क हो और एक में सटा हुआ न हो	1
350	निम्नलोचा	एक अप्सरा 	1
351	विषुववर्ष	दो विषुवों के बीच का समय 	1
352	दूगू	हिमालय की तराई में पाया जानेवाला एक प्रकार का बकरा	1
353	अयनसंपात	अयनांशों का योग या अयनांश का पतन	1
354	धूपना	मूर्ति आदि को धूप दिखाना या उसके पास धूप जलाना	1
355	अप्रतिभट	अतुलनीय साहसी 	1
356	बखियाना	दोहरे टाँके लगाकर मज़बूत सिलाई करना	1
357	कोदरैया	कोदो दलने की चक्की	1
358	थुथकार	अत्यधिक घृणा प्रकट करने की क्रिया	1
359	विडालाक्षी	वह महिला जिसकी आँखे बिल्ली के समान हों	1
360	एकांतरहित	जो एकांत न हो	1
361	बछेड़ी	घोड़े का मादा बच्चा 	1
362	अभिदिष्ट	जिसके विषय में किसी का मत या आदेश माँगा गया हो	1
363	मणिगुण	एक वर्णवृत्त	1
364	चुनवाना	चुनने का काम करवाना	1
365	दाँती	घाट पर गड़ा हुआ वह बड़ा खूँटा जिससे नाव बाँधी जाती है	1
366	उल्काश्म	गिरी हुई उल्का जो पत्थर के रूप में होती है	1
367	तालुकंटक	बच्चों के तालु का एक रोग	1
368	अग़ल-बग़ल	पार्श्व या बगल में	1
369	ग्रूव्ज़	* एक अमरीकी सेनापति	1
370	यख़नी	उबाले हुए मांस का शोरबा या रस	1
371	पक्षीपानीयशालिका	वह कठौता या पात्र जिसमें पक्षियों के लिए पानी भरा जाता है	1
372	रकबामापी	रकबा या क्षेत्रफल मापने का साधन	1
373	औंगना	गाड़ी के पहिए के धुरे में ग्रीस, तेल आदि डालना	1
374	विलोडित	मथा या बिलोया हुआ	1
375	बेहेरी	एक प्रकार की भैंस जो संयुक्त अरब अमीरात में पाई जाती है	1
376	झपटानी	एक प्रकार का लड़ाकू वायुयान	1
377	अनुकलन	दूसरे की कोई बात लेकर तथा उसे अपने अनुकूल बनाकर ग्रहण करने की क्रिया	1
378	स्वावलंबिनी	अपने ही भरोसे या सहारे पर रहनेवाली	1
379	दसगुना	किसी वस्तु आदि की मात्रा से उतनी नौ बार और अधिक मात्रा जितनी की वह हो	1
380	अंत्रप्रदाह	आँतों की जलन का रोग	1
381	तड़कना	सूखने के कारण फट जाना	1
382	गलकंबल	गाय आदि के गले के नीचे की झालर	1
383	दैहिकधर्म	देह या शरीर का धर्म	1
384	चिलमबरदारी	चिलम या हुक्का को भरकर किसी को पीने के लिए देने का काम 	1
