index	word	definition	label
28	కార్యశీలి	ఒక విభాగం సంస్థ మొదలైన వాటికి అధికారి	0
29	గానసహాయకుడు.	గాయకుడు పాడే సమయంలో వెనుక నుండి తమ స్వరాన్ని అందించేవాళ్ళు	1
30	పగళకర్రతోకొట్టు	పిల్లలు సంతోషంతో చేసే శబ్ధం.	0
31	ఉన్నతస్థితిలోఉండు	అభివృద్ది జరిగేటటువంటి	1
32	సనాధయైన	పాలన పోషణ చూసేవారు	1
33	పరివారయుక్తంగా	యదార్థవంతమైన స్థితి	0
34	తరిమించు	మూసివున్న తలుపులను ఇతరులచేత తీయించడం	0
35	ఈస్ట్‍.	భోజనం మొదలైనవి తయారుచేయడానికి ఉపయోగపడే ఒక ఉపకరణం	0
36	మొలలవ్యాధి	శరీరంపై నల్లతెల్ల మచ్చలు వుండే రోగం	0
37	సీమరేగుపండు	ముళ్ళ చెట్టుకు కాసే ఒకతినే పండు	0
38	అగస్థ్యకుట్	మద్రాస్ లో ఉన్న ఒక పర్వతం	1
39	ముహుపుచీ	ధాన్యము లేదా అన్నంను దేవతల కోసం వేరుగా ఉంచేది	0
40	కోసలరాగం.	ఒక విధమైన రాగం	1
41	చదువబడిన	ఇందులో ముత్యాలు పగడాలు మొదలైనవి పొదిగిన	0
42	చెరకుడు	చక్కెరను తయారుచేయడానికి ఉపయోగించే పంటి/ పూరి గుడిసె పై కప్పుకు ఉపయోగపడే ఆకు ఈ పంటనుండి వస్తుంది మరియు అప్పుడప్పుడు దీనిని ధార్మిక కార్యక్రమాలకు ఉపయోగిస్తారు	0
43	కౌగిలించుకొను	ఆలింగనము చేసుకొనుట.	0
44	దోసాల్‍ఏనుగు.	బూజుగుళ్లు కట్టే కీటకం	0
45	గడువుగల	ఇంకొంత సమయాన్ని ఇచ్చుట	0
46	ఓక్‍చెట్టు	చల్లని ప్రదేశంలో ఉండే ఒక పెద్ద చెట్టు	1
47	బైరోమీటరు	ధర్మామీటర్ లా వుండే పెద్ద యంత్రం.	1
48	టైపుచేయడం.	టైపురైటర్ సహాయంతో ముద్రించేవి	1
49	అధోవాచకత	సామాన్యం కంటే అధికమైన శబ్ధం కలిగించి దృష్టిని అటువైపు మళ్ళిస్తుంది.	0
50	ఉరిమిచూడు	నాలుక పదార్థాల స్వభావాన్ని తెలిపే పని	0
51	కుదిలించు	ఒక ప్రదేశము నుండి మరో ప్రదేశమునకు లేక అటు ఇటు కుదుపుట.	0
52	తీటకూర.	అన్నంతో కలిపి తినడానికి వండబడిన పదార్థం	0
53	పొగవచ్చు	ఉతబత్తిలనుండి పరిమళం రావడం	1
54	అల్పసంఖ్యాకమైన.	సంఖ్యకు సంబంధించిన	0
55	తూర్పుగాలి	తూర్పువైపు నుండి వీచే గాలి	1
56	ఏకకణజీవి	ప్రాణం కలిగినవి.	0
57	చెత్త-చెదారం	అలైకికమైన, ఆచర్యాన్ని కలిగించు కార్యాలు.	0
58	స్విట్జర్‍లాండ్‍.	స్విట్జర్లాండ్‍కు సంబంధించిన లేక స్విట్జర్లాండ్ యొక్క	0
59	బెనిని	బెనిన్ కు చెందిన	1
60	చెయ్యిచూపించుకొను	చేతిలోని సాముద్రిక రేఖలు పరిశీలించడం	0
61	గుర్తింపజేయు	జనాభా లెక్కలో మన పేరును  దేనికైతే నమోదు చేసుకుంటామో	0
62	బ్రహ్మీమొక్క	హిందు ధర్మం ప్రకారం సృష్టికర్త	0
63	హీనయాన్	జన్మను ఇచ్చే పురుషుడు.	0
64	సమతులభూమి	భూమి యొక్క మట్టము సమానమైన.	0
65	అకృతి	వస్తువు యొక్క రూపం	1
66	నికారగువా	నికారగువా దేశానికి సంబంధించిన	1
67	ఇంటిసంబంధమైన	గృహానికి సంబంధించిన	1
68	నశించడమైన	ఏర్పాటు చేయ్యడం.	0
69	కూసలగడ్డి.	జలాశయాల సమీపంలో మెలిచే ఒక రకమైన గడ్డి	0
70	కందగడ్డ.	ఒక రకమైన దుంప రూపంలో ఉండే గడ్డ	0
71	ఢమఢమమను.	డోలు కొడితే వచ్చే శబ్ధం	1
72	కదిలించదగిన	నిలకడగా వుండేటటువంటి	0
73	శుభ్రంచేయు	వ్యర్ధపదార్ధాలనుతీసి వేయడం	1
74	గంజాయిమొక్క.	భంగాకు వలె ఉన్న ఒక మొక్క దీని పొగను మత్తు కోసం త్రాగుతారు	1
75	చెట్టుబోదె	వృక్షం యొక్క క్రిందిభాగం	1
76	ఎక్కుట	ఖాతాలో వ్రాయుట.	0
77	చప్పట్లమోత	సభలో ప్రసంగం తర్వాత అరచేతులతో చేసే శబ్దం	1
78	క్రొవ్వుసహితమైన	క్రొవ్వు తీయని	1
79	నక్షత్రాలులేని	నక్షత్రాల సమూహం.	0
80	పోటీచేయు	స్పర్ధ వహించు	1
81	మౌనముగానున్న.	ఏమీ మాట్లాడకుండా ఉండటం.	1
82	సందేహంలేని	తమ శక్తి పట్ల అపారమైన నమ్మకం కలిగియున స్థితి	1
83	మిడిసిపడు.	గర్వంతో బడాయి చూపించడం	0
84	అదరాబదరా	కంగారుగా చేసేటటువంటిది	1
85	చిన్నచెంబు	గ్లాసు నీళ్ళు పట్టె చిన్న పాత్ర	1
86	సుదర్శనచూర్ణం	వైద్య సంబంధమైన ఒక చూర్ణం	1
87	శివగణం	శివుని విగ్రహ ఆకారం	0
88	పరిచయంచేయు	బయలు పరుచు	1
89	వంకరయైన	సూటిగా లేని గీతలు	1
90	పండుగస్నానం	శరీరమును శుభ్రపరుచుట.	0
91	చతురపరిమాణం	లెక్కపెట్టడంలో నాలుగు యొక్క సమూహం	1
92	సమోస.	కుయుక్తితో వంచించే భావన	0
93	బఠాణీలకిచ్చిడి	కూరచేసే విత్తనాలలో ఒకటి	0
94	పదార్పణం	ఏదేని ఒక ఆకారంగల వస్తువు	0
95	విజయమాల	విజేతకు వేయు మాల	0
96	అంబారి.	ఏనుగు పొట్టపైన వేసే ఒక అలంకార వస్త్రం	1
97	గుడిపూజారి	దేవాలయములో దేవుళ్ళకు పూజచేసేవారు.	0
98	లజ్జాశీలుడైన	స్వభావసిద్ధంగా త్వరగా సిగ్గుపడేవాడు	1
99	మహరీ	ఒక పక్షి	1
100	పరాతం	మూత ఆకారంలో వుండే ఒక పెద్ద పాత్ర	1
101	వందిమాగధుడు	సృష్టిలోని ప్రధమ మానవుడు	0
102	గతిమాపకం.	మంటలు ఆర్పువాడు.	0
103	నాగపురిలోని	నాగపూర్ కు సంబంధించినది	1
104	బాకీగల	బటానీ కలిసిన	0
105	వడ్డాణం.	నడుముకు స్త్రీలు అలంకరించుకునేది	0
106	పరిగెగెత్తించడం	ఇతరులను పరుగులుతీసే విధంగా చేయడం	0
107	ఉపవాసమైన	దేవుని మీద భక్తితో ఏమి తినకుండా వుండటం	1
108	మల్లజాతి	ప్రాచీన అనార్యజాతికి చెందినటువంటి	0
109	పోషించబడు	పశువులను, పక్షులను, దగ్గరుంచుకొని వాటి బాగోగులను చూచుట	0
110	గుర్రుమను	గుర్రము లేదా ఒంటే సవారీలో వీపుపై వేసే మెత్తటి సంచి	0
111	అస్వాభావికమైన	స్వాభావికమైనది కాని	1
112	పనిదొంగతనం	ఇతరుల వస్తువులను ఎవరికి తేలియకుండా తీసుకెళ్లటం	0
113	క్రోమేషియా	క్రోమేషియా దేశానికి సంబంధించిన	1
114	దూరంచేయు.	పద్ధతి మొదలైన వాటిని అంతం చేయడం.	1
115	పిపరాముల	హిమాలయంలో నివసించే ఒక ప్రాచీన జాతి శివుడి మెడలో వుంటుంది	0
116	సోమరియైన	పోషక పదార్థాలు పుష్కలంగా అందడం	0
117	శుకకీటకం	పురుషులలో సంతాన ఉత్పత్తికి ఉపయోగపడేది.	0
118	అనంతవ్రతం.	చతుర్థశిలో చేసే ఒక వ్రతం	1
119	మహరీ.	బ్రజ్ లోని ప్రముక మహిళల ఆధార సూచిక శబ్ధం	1
120	సానబెట్టు	నీటిలో వేసి కొంత సమయం ఉంచడం	0
121	స్వర్ణవల్లి	ఒక రకమైన పొద	1
122	మోయు.	తల మీద బరువును తీసుకెళ్లడం.	1
123	లిథునియా	లిథునియా దేశానికి సంబంధించిన	1
124	వూసేయు	ఆరబెట్టడం	0
125	కుండాపోతైన	భారీగా పెద్ద_పెద్ద ధారలతో వర్షం పడటం	1
126	శైలీ.	లోక కళ్యాణం కోసం భగవంతుడు చేసేది	0
127	నురుగులేని	ఎలాంటి రంగు లేని	0
128	పౌష్ఠికాహారము	మంచి ఆహారము, బలమైన ఆహార పదార్థం.	1
129	కల్లుఅంగడి	జరుగబోయే రోజు	0
130	జలుబురోగం.	ముఖానికి సంబంధించిన రోగం	1
131	పనికిరానిమాట	నిరంతరం లేదా మాటిమాటికి జరిగే మాటల గొడవ లేదా గొడవ	0
132	గ్రుద్దుట	గట్టిగా ఎదురువెళ్ళి తగులుట	0
133	ప్రణతపాల	ఏదైన పని చేయటానికి విశేషమైన అర్హత కలిగి ఉండుట.	0
134	ఠకుఆ	ఒక రకమైన తీపి వంటకం	1
135	బౌద్ధమందిరం	బౌద్ధ భిక్షువులు ఉండు ప్రదేశము	0
136	కర్పూరతైలం	చీడ వృక్షం నుండి తీసేటటువంటి నూనె ఇది ఔషధాలలో ఉపయోగపడుతుంది	1
137	పడవేయు	ఒక వ్యక్తిని లేదా ఒక వస్తువుని చేతులతో దొబ్బివేసే క్రియ	0
138	మరగించు	బాగా మరగించి చిక్కగా వచ్చునట్లు చేయడం	1
139	కేకలుపెట్టు	ఆపద సమయంలో గట్టిగా అరవడం.	1
140	కురూపత్వం.	వ్యాధిగ్రస్తులు తినకూడని పదార్థాలు తినడం	0
141	మురచంగ్	లోహంతో తయారుచేసిన వాద్యం దీనిని నోటితో వాయిస్తారు.	1
142	క్లిష్టపరిస్థితైన	స్త్రీల జననాంగంపై భాగంలో ఉండే భాగం	0
143	బరాతీ	ఆ సమాజంలోని వరుడుతో పాటు వివాహం కోసం వదువు ఇంటికి వెళ్లే వ్వక్తి	0
144	పదునాలగు	పదికి నాలుగు కలిపిన వచ్చు సంఖ్య.	1
145	రబాబ్	సారంగీ లాగ ఉండే వాయిద్యం	1
146	కంటిపూరోగం.	కంటికి వచ్చే ఒక రకమైన వ్యాధి	0
147	మిటకరించు	బాగా మరగించి చిక్కగా వచ్చునట్లు చేయడం	0
148	కార్యహానికులైన	పనిలో ఆటంకం కల్పించేవాడు	1
149	ప్రశిక్షనార్థులు.	ప్రశిక్షణ పొందిన, పొందుతున్నవారు.	1
150	వైతరిణినది	నరకములోని నది	1
151	స్నానంచేయు	స్నానంచేయునట్టు ఉసిగొల్పు	0
152	చెడుగ్రహలు	జ్యోతిష్యాన్ని అనుసరించి మంచి ఫలితాన్నిచ్చే గ్రహం	0
153	పెళ్లగిల్లు.	శత్రువుల మీద సైనికులు విరుచుకుపడటం.	1
154	-వెన్నుపాము	వీపుకు మధ్యలో ఉండే పొడవైన ఎముక	0
155	చిన్నపిల్లనగ్రోవి	ఒక రకమైన పిల్లనగ్రోవి అది ఆకారంలో చిన్నదిగా ఉటుంది	1
156	రూఢీయైన	లోకప్రచారంలో వుండటం	1
157	తీసుకోబడినటువంటి	మరొకరి వస్తువును మనదిగా చేసుకోవడం	1
158	ప్రతిజ్ఞచేయు	ఏదైన పని చేసి పెడతానని మాట ఇవ్వడం	1
159	రేరాణిచెట్టు	రాత్రిపూట వికసించి సువాసన వెదజల్లే ఒక రకమైన పూల చెట్టు	1
160	నటించబడిన	అభినయంతో కలిగిన	1
161	ఊకాగ్ని	పొట్టు లేదా గడ్డీ గాదంతో మండించబడిన అగ్ని	1
162	ఆకులురాలిన	చెట్టులో ఆకులు లేకపోవుట.	0
163	తబల.	తాళం వేసే ఒక వాద్యం	1
164	గదులపెట్టె.	ఆభరణాలు పెట్టుకునే పెట్టె	0
165	త్యాగముచేయబడిన	ఒక చోట చేర్చబడిన.	0
166	చిన్నపుండు	నదిని గానీ, ఏరునుగానీ దాటడానికి ఉపయోగించే చిన్న సాధనం	0
167	శ్లేషా	ఇరవై ఏడు నక్షత్రాలలో తొమ్మిదవది	0
168	చిల్లరవస్తువులు	చిల్లర రూపములో ఉన్న సామాను	1
169	చంపించు	కళ్ళతో చేసే పని	0
170	దళారిపని	ఏదైన అమ్మేటప్పుడు మధ్యవర్థిగా సహాయం చేసే వ్యక్తి	0
171	చికిత్సచేయు	ఔషధమివ్వని	0
172	కళ్యాణనటరాగం.	ఒక సాంకరరాగం	1
173	నాదిర్‍షా	1738లో డిల్లీని ఆక్రమించి ఆఫ్ఘన్ రాజు	1
174	స్థిరపడిపోవు	మర్చిపోకుండా ఉండటం	1
175	సమన్వయవాదులు.	సమన్వయ పరిచే వ్యక్తులు	1
176	మైనపువత్తి	తానూ కరిగిపోతూ వెలుగునిచ్చేది	0
177	అనుకూలమగు	ఒకేరకమైన అభిరుచులు కలిగిన	0
178	పాప్‍డా	పవరియులు పాడేటటువంటి ఒక రకమైన పాటలు	0
179	సుహేల	ఒక కల్పిత నక్షత్రం, దానిని విశేషంగా చెప్తారు అది పెరగటంతో దాని చర్మంపై సువాసన వస్తుంది దాంతో కీడపురుగులు నశిస్తాయి	1
180	నవదుర్గ.	సింహాన్ని వాహనంగా కలిగిన దేవత	0
181	నిర్ధయుడైన	దయలేనితత్వం	1
182	యజుర్వేది	యజుర్వేదంలో జ్ఞానం వున్నటువంటి	0
183	ఊదుడువాయిద్యం	ఒక రకమైన మట్టి పాత్రపైన వాయించే వాద్యం	0
184	నల్లపక్షి	ఒక రకమైన చిన్న పక్షి	1
185	రోగనిరొదకం	రోగనిరోధక శక్తిని కలిగి ఉండుట.	1
186	సిర్సియమ్	భారతదేశపు ఒక చిన్న రాష్ట్రము, దీనికి తూర్పున భూటాన్ మరియు పశ్చిమాన నేపాల్ ఉంది.	0
187	యఙ్ఞపశువు	యఙ్ఞంలో బలి ఇచ్చె జంతువు	1
188	చెప్పలేకపోవు	సమాధానం ఇవ్వడం కోసం నోరు మెదపకపోవడం	1
189	గుచ్చుకొనుట.	సూదిమొన ద్వారా జరిగే క్రియ	0
190	పంకగడక	తినడానికి చెట్ల నుండి లభించేది	0
191	రాజ్యాంగబధ్ధమైన	ప్రభుత్వానికి కట్టుబడి వుండటం	1
192	ఉత్తీర్ణులగు	ఏదైన పరీక్షలో సఫలం లభించుట.	1
193	భ్రష్టుపడిన	నాశనమైన.	1
194	వేయించేవాళ్ళు	విత్తనాలను ఎర్రగా చేయడం	0
195	కరచునట్టి	పళ్లతో గాయపరచు	1
196	పట్టాభిషేకంజరిగిన	పూర్వకాలంలో రాజు తన తర్వాత రాజ్యమేలడం కొరకు తన కుమారుని యువరాజుగా చేసే అధికారిక కార్యక్రమం	0
197	ప్రార్థించదగిన.	వేడుకోవడం	0
198	పవులా.	ఒక రకమైన సాధారణ భట్టీ పాత్ర	1
199	చిక్కగావుండు	జుట్టు చుట్టుకుపోవడం	0
200	చేతనాహీనత	చేతనం లేకపోవుట.	1
201	అకరా	ఒక రకమైన గడ్డి	1
202	గణగణమను	గంట మోగేటప్పుడు వచ్చే శబ్ధం	1
203	కాకడాచెట్టు.	హిమాలయాల్లో పశ్చిమ వైపు ఒక పర్వత వృక్షం	1
204	లంగోట	నడుము మీద ధరించేటటువంటి	0
205	బలాత్కారుడు	బలాత్కరించేవాడు.	1
206	నిర్ధయి	శిక్షకు అర్హుడు కాని వాడు	0
207	పచ్చికబీడు	పశువులు మేయడం కోసం వదిలిన భూమి	1
208	ఏర్పాటుచేయు	సరిగ్గా అమర్చినటువంటి	0
209	కాలిత్రోవ	రోడ్డు ప్రక్కన కాలినడకకు ఉండే ప్రదేశము	1
210	రాత్రిమేత	ఏనుగులకు, గుర్రాలకు రాత్రి సమయంలో ఇచ్చే ఆహారం	1
211	అపార్ట్‍మెంట్	చాలా కుటుంబాలు ఒకే చోట నివసించే భవనం	1
212	జల్లుట	చిలకరించుట.	1
213	బొంకటం	కల్లబొల్లి మాటలు చెప్పి ఇతరులలో వైశ్యమ్యాన్ని కలగ చేసే క్రియ	1
214	శతపధికుడైన	వందమార్గాలను అనుసరించే వ్యక్తి	1
215	కిందివస్త్రాలు.	చొక్కా కింద వేసుకొనే వస్త్రాలు	1
216	ప్రచారంచేయ	ఏదేని ఒక వస్తువు లేక మాట ఆచరణలో ఉంటూ, నడుస్తూ ఉంటుంది.	0
217	స్వరయంత్రం	శబ్ధాలను పలకడానికి ఉపయోగపడే గొంతులోని భాగం	1
218	కమ్మరిదిబ్బ.	మట్తితో పాత్రల్ని తయారుచేసే వాళ్లు	0
219	పెండ్లికాని	పండ్లు కాయనటువంటి	0
220	చిన్నజెండా	పొడవైన కర్రం ముందు భాగం లో పదునైన సాధనం	0
221	నిద్రతెచ్చువాడు	నిద్రపోవడానికి వేసుకునేవి	1
222	దక్షిణశాల	మంగళకరమైన కార్యాలు చేయించడానికి పూజారికి ఇచ్చే ధనం	0
223	చేపఎర	అర్థం చేసుకొనుటలో సమర్థుడగుట	0
224	తొణికించిన	మొగ్గ విరియుట.	0
225	విద్రోహము	ఇష్టమైన వ్యక్తికి దూరంగా ఉండి అనుభవించే బాధ.	0
226	యాచించని	కదలికలేని.	0
227	అమితాశగల	ఎక్కువ ఆశ కలిగి ఉండుట.	0
228	అతలం	సప్తపాతాళ లోకాలలో మొదటిది	1
229	ఓదార్పబడిన	ఓదార్పు దొరికిన	1
230	తృప్తిచెందు	ప్రసన్నం కావడం	1
231	సౌరాతి	వక్కల్ని కత్తిరించే సాధనం	1
232	వ్రాయించబడిన	అక్షరాలకు రూపం కల్పించిన.	1
233	సామంతవాదం	నాలుగు వేదాలలో మూడవ వేదం	0
234	గొలుసైన	ఒకదానికొకటి ఇనుపరింగులు అల్లుకొని ఉండటం	1
235	అన్యజాతి	ఒక జాతిలో కాకుండా ఇంకోక జాతిలో పుట్టిన	1
236	రక్తంతాగేది	మంచంలో వుండి రక్తాన్ని పీల్చే చిన్న కీటకం	0
237	మొండిప్రవర్తన	చెప్పడానికి లేదా చేయడానికి సంకోచంలేని వ్యక్తి	1
238	ఆనందతీరం	మనుస్సు ఉత్సాహంగా వుండేటప్పుడు కలిగేభావన	0
239	ధనాత్మకమైన.	ధనదృవము	1
240	భూమధ్యసముద్రం	యూరఫ్-ఆఫ్రికాల మధ్య ఉన్న సముద్రం	1
241	గుబురుగాఉండే	ఆకుల సమూహం.	1
242	అరక్షితమైన	అపాయం రానటువంటి స్థితి	0
243	సమాప్తంచేయు	ఒకేరీతిగాచేయడం	0
244	అభాగ్యుడైన	భాగం దొరకనటువంటి	1
245	అప్రాధానం	ఎవరైతే రీతికి లేదా విధానానికి వ్యతరేకంగా పని చేస్తారో	0
246	వేధికనుఏర్పాటుచేయు	ప్రసంగానికి అనువైన స్థలాన్ని తయారుచేయడం	1
247	చేరదగని	వెళ్ళలేనటువంటి	1
248	అంశగ్రహణం	సూర్య లేదా చంద్రుని పై కొంత భాగం పడే గ్రహణం	1
249	ఏకాహారియైన	గడ్డి లేదా గాసం తినే జంతువులు	0
250	ప్రతిస్థాపన	దేవతా విగ్రహాలను మంత్రపూర్వకంగా స్థాపించడం లేదా శాశ్వతంగా నిలపడం	0
251	శంకాకారం.	మాంసము ఉండనటువంటి	0
252	అణగు	బరువుగల వస్తువు ఒకదానిమీద పడి ఒత్తిడి కలిగించడం	1
253	చీదు	చీమిడిని తీసేపని	1
254	పొగనువెల్లడిచేయు	పొగ రావడం	1
255	ఆర్జించు	పొందడం	1
256	అడవిప్రాంతం	భూమి యొక్క చిన్నభాగం.	0
257	పాడేటటువంటి	స్వరాలాపనచేయడం	1
258	మృగచర్మం	మృదంగం,తబల, డోలు మొదలైనవాటికి ముఖం మీద కప్పబడిన గుండ్రటి తోలు	0
259	బహిరంగపరచు	ఏదైన రహస్యాన్ని చెప్పే పని	0
260	పారబోయు	నేలపాలు చేయడం	1
261	జిగ్‍జాగ్	బట్టలకు చివరన పోగులు రాకుండా వేసేటటువంటి కుట్టు	1
262	అప్రతిష్ఠగల	ప్రతిష్ఠ లేకపోవడం.	1
263	పునరుక్తంచేయు	రెండవసారిచేయుట	1
264	దడదడమనేధ్వని	వాలిని కొట్టినప్పుడు వచ్చే శబ్థం	0
265	సంకోచించు	ఏదేని పని చేయునప్పుడు మనస్సులో కలిగే అడ్డంకి.	0
266	వ్యాప్తించిన	మొత్తం విస్తరించడం	1
267	నికృష్టమవు	నీచత్వము కల్గి ఉండుట.	0
268	ఏరుట	ఒక్కొక్కటిగా తీసుకోవడం	0
269	ఒకటిగాచేయుట	ప్రోగుచేసే క్రియ.	1
270	సాధ్యమగుట	చేయగలిగినది పని.	0
271	లఖేరా	గాజులు తయారు చేసే వారి జాతి	1
272	అరణ్యవాసి.	బర్మాకు చెందిన వ్యక్తులు	0
273	ఉత్పన్నమగు.	అస్థిత్వంలోకి రావడం లేదా ఉత్పన్నమవడం	1
274	సరిహద్దులోలేని	ఒక దేశానికి మరియొక్క దేశానికి మధ్య ఉన్న స్ధలము.	0
275	ఆశ్రయించబడిన	సహాయంగా వుండటం	0
276	నవవివాహితయైన	కొత్తగాపెళ్ళైన	1
277	కలుపునట్టి	జోడించేది మరియు కలిపెట్టువంటిది	1
278	ఎర్రభరేండా	ఆ రంగు రక్తం రంగులో ఉంటుంది	0
279	మనోవైజ్ఞానికుడు	భౌతికానికి సంబంధించినదికాకపోవడం, మనస్సుకు సంబంధించినవి	0
280	అల్బేనియాయీ	లిబియా యొక్క లేక లిబియాకు సంబంధించిన	0
281	అధారపడినటువంటి	వేరెవారి చేత పోషణ చేయబడేది	1
282	జల్లబండి	ధాన్యపు పొట్టు మొదలైనవి తీసుకురావడానికి ఉపయోగపడే బండి	1
283	లక్షణములేని	పధ్ధతి లేకుండా వుండటం	1
284	గగుర్పాటైన	శరీరంపైన వెంట్రుకలు నిక్క పొడుచుకోవడం	1
285	-జీవవాదం.	-జీవవాదం గురించి తెలిసిన వ్యక్తి.	0
286	దండగౌరి	పురాణాలలోని ఒక అప్సరస ఆమె పేరు గౌరమ్మతో ముగుస్తుంది	1
287	యమునారాయి	రాశులలో మూడవది.	0
288	బైలేపాట	ఒక రకమైన నృత్యనాటిక	0
289	దూదేకించు	దూదిని ఇతరులతో శుభ్రం చేయించడం	1
290	ముద్రణాలయము	ఒక ప్రత్యేక కార్యము మరియు ప్రదర్శన మొదలగువాటికి హాజరైన మనిషులు.	0
291	ముద్దుపెట్టుట	ప్రారంభం చేయడం	0
292	ప్రస్తుతించు	ప్రస్తుతం జరుగుతున్న సమయము.	0
293	అస్సామ్.	అస్సామ్‍కు సంబంధించిన	0
294	నెలనిండిన	పుట్టి కేవలం నెల అయినవాడు	1
295	గుండ్రటిముక్క	గుండ్రంగా వుండే భాగం	1
296	అధర్వణవేదం.	చతుర్వేదాలలో ఒకటి యజ్ఞ విధానం వివరణ కలిగినది	0
297	వెళ్ళదగిన	పోవల్సిన	1
298	ఎదురుకాళ్ళతోపుట్టిన	క్రిములు కీటకాలున్న పండ్లు	0
299	అంబాలి.	ఏనుగు పొట్టపైన వేసే ఒక అలంకార వస్త్రం	0
300	పోలీస్‍స్టేషన్	రక్షకభట నిలయం యొక్క ముఖ్యాధికారి	0
301	పెద్దపుస్తకం	వ్రాత పూర్వకమైన	0
302	కుట్టించు	కుట్టించే క్రియ	0
303	కదంతొక్కు	వీరత్వం ప్రదర్శించడం	1
304	అనుభవసిద్ధమైన	ఒక విషయాన్ని గూర్చి పదేపదే జీవితంలో తెలిసి వుండటం	0
305	ఈతకాయ	చిన్న విత్తనాలు కలిగిన పొడవుగల మరియు చుట్టబడినటువంటి గుండ్రటి ఫలము	0
306	పేముబెత్తం	ఉపాధ్యాయులు విద్యార్థులను దండించడానికి ఉపయోగించే కర్ర	0
307	ముక్కుతాడువేయు	ఆధీనంలో ఉంచుకోవడానికి పశువుల ముక్కుకు వేసే తాడు	1
308	ఏకాంతస్థలమైన	ఎవరులేని స్థలం	0
309	శవాలగది	చనిపోయినవాళ్ళను ఉంచు గది.	1
310	మాగు	వస్తువు ఉండవలసిన స్థానంలో ఉండకపోవడం	0
311	వెదురుబుట్ట	పొడవాటి పుల్లలతో తయారుచేసినటువంటి బుట్ట	1
312	గాబరాపడు	ఏదైనా పనిలో కంగారుగా వుండటం	0
313	సమానగుణమైన	ఆకారంలో, పరిమాణంలో, గుణంలో, మూల్యంలో, ప్రాముఖ్యతలో, ఆధిక్యతలో, ఒకే విధంగా ఉండటం.	0
314	కారండ	ఏదైన వస్తువుకు ఆకారము లేదా ఒక రూపము కలిగి ఉండుట	0
315	నూలుపొగు	శరీరంపై ఉండే నూనె జిడ్డులాంటివి, సున్నిపిండి మొదలైన మిశ్రమాలు కలిపిన వాటితో తయారుచేసినవి	0
316	సాంకేతికపరిజ్ఞానము	వాణిజ్య మరియు ఉద్యోగములో విజ్ఞానములో వ్యావహారికమైన ఉపయోగము	1
317	సంభావమయ్యే	జరగబోయే సంఘటణ	1
318	అక్షరన్యాసం	చదువుసంధ్యలు కలిగిన స్థితి లేక భావము	0
319	ప్రణాళికఏర్పాటుచేయు	కావాల్సిన సమయాన్ని , కాలాన్ని ముందుగా నిర్ణయించుకోవడం	1
