index	word	definition	label
189	స్వజనులు	వారి వంశానికి చెందినవారు లేక రక్త సంబంధం కలిగినవారు	1
192	సర్వాంగములుగల	వికలాంగులు కానివారు	1
196	ప్రతిపక్షీయ	విరోధం కలిగిన వైపు.	1
210	సమర్థించేవాడు	ఏదేని పక్షమును లేక సిద్ధాంతాన్ని అంగీకరించేవాడు	1
213	ఇనుపఖజానా	ఇనుము దొరికే ప్రదేశం	1
231	కేకలుపెట్టు	ఆపద సమయంలో గట్టిగా అరవడం.	1
234	బాధతోమూలుగు	కష్ట సమయంలో నోటి నుండి వచ్చే హూ....హూ.... శబ్దం	1
239	వాదోపవాదాలుచేయు	ఒక చోట కూర్చొని ఏదైన విషయాన్ని గురించి మాట్లాడటం.	1
240	మొండిచేయు	నిరుపయోగమైన వాదవివాదాలు చేయడం	1
243	వెల్లడిచేయు	మనస్సులోని మాటలను బయటకు చెప్పుట.	1
251	మొత్తంఅంకెలు	ప్రతి పరీక్ష మొదట్లో అంకెల మొత్తం సంఖ్య ఆధారాన్ని బట్టి పరీక్ష రాసే అభ్యర్ధి యొక్క అంకె వస్తుంది.	1
253	భిన్నసంఖ్య	గణితంలో ఒక భాగాన్ని సూచించే కొన్ని సంఖ్యలు	1
260	మృధులాస్థి	ఒక నీలం తెలుపు మరియు బూడిదరంగు తో అర్ధపారదర్శకత కలిగి దారాలవలే ఉండే నరం	1
262	సమతలంగాలేని	ఎగుడు దిగుడుగా ఉండే ప్రదేశం	1
269	చిరునాలుక	నోటి లోపల నాలుకకు పై భాగం వుండేది	1
270	పళ్ళచిగుళ్ళు	పళ్ళ యొక్క స్థావరాలను కప్పివుంచిన చర్మం	1
271	ప్రశ్నవాచకగుర్తు	అది ఒక చిహ్నం. ఇది ప్రశ్నార్ధకాన్ని తేలియచేయును.	1
273	ఒప్పుగుర్తు	అది ఒక చిహ్నము. అది సరిగ్గా ఉంటుంది.	1
281	అక్షయతృతీయ.	వైశాఖ మాసంలో శుక్ల పక్షంలో వచ్చే మూడవ తిధి	1
282	తీవ్రానుభూతి	గాఢతతో కూడుకొన్న అనుభూతి	1
283	కఠినజలం	సబ్బుతో ఉతకలేని లవణాలతో కూడిన నీళ్ళు	1
284	మృదుజలం	లవణం లేకుండా ఉండే జలం	1
285	అకర్మకక్రియ	వ్యాకరణంలో ముగింపు లేనివి	1
286	సకర్మకక్రియ	వ్యాకరణంలో ముగింపు ఉన్నది	1
288	ఖడ్గమృగపుకొమ్ము	ఖడ్గమృగానికి మొహంపైన ఉన్న కొమ్ము	1
296	బ్రాహ్మిలిపి	భారత దేశంలో ప్రాచీన లిపి దాని నుంచి అధునిక కాలంలోఅన్ని లిపిలు వచ్చాయి	1
297	కరోష్టిలిపి.	ఒక ప్రాచిన లిపి దాన్నికుడివైపు నుండి ఎడమవైపుకు రాస్తారు	1
298	దేవనాగరిలిపి	భారత దేశంలో రాష్ట్రలిపి దీన్ని సంసృతం, హింది, మరాఠి మొదలైన అనేక భాషల్లో రాయబడింది	1
301	అవిశ్వాసపాత్రుడు	ఒక వ్యక్తి అతను విశ్వాసపాత్రుడై ఉండడు	1
302	హ్రస్వస్వరం	దీర్ఘముయొక్క అవసరాన్ని కొద్దిగా తగ్గించి లేదా వ్యతిరేకముగా పలికే స్వరము.	1
303	దీర్ఘస్వరం	దీర్ఘముతో పలికే స్వరములు	1
307	దవడపళ్ళు	నమలడానికి ఉపయోగ పడే పళ్ళు	1
314	ముఖ్యమైనరంగు	ఇతర రంగుల మిశ్రమంతో తయారవని రంగు	1
320	ఉపకారంచేయునట్టి	ఎవరైతే మేలును చేస్తారో.	1
322	అపకారంచేయునట్టి	కీడు తలపెట్టేటువంటి	1
323	పరోపకారియైన	ఇతరులకు మేలు చేయునటువంటి వాడు.	1
325	లోకోపకరమైన	లోకం లేక ప్రజలకు మేలుచేకూరు విధంగా	1
327	అజ్ఞాతయవ్వనం	వాజ్ఞ్మయ సాహిత్యంలో ఒక ముగ్ద నాయికకు తాను  యవ్వనవతి అని తెలియని స్థితి	1
330	ఎలుకలబోను.	ఎలుకలను పట్టుకోవడానికి ఉపయోగించు పంజరం.	1
331	ఆడఎలుక	స్త్రీ జాతికి చెందిన ఎలుక	1
334	పాలిచ్చుజంతువు	ఒక జీవి ఇవి జన్మించాక పాలు తాగి పెరుగుతాయి మరియు వీటి శరీరంపై వెంట్రుకలు ఉంటాయి	1
335	వెన్నెముకప్రాణి	వెన్నెనాడులు కలిగిన ప్రాణి.	1
339	వెదురుబద్ద	వెదురు, కర్రతో చేసిన వంగే స్వభావంగల పలుచని కర్ర	1
345	చిత్రాలుగల	ఏదైన వస్తువు పైన బొమ్మను వేసిన	1
362	సంతకములేని	చేవ్రాలు ఉండక పోవడం.	1
369	లోహపుచువ్వ	ఇనుముతో చేసిన కర్రలాంటి వస్తువు	1
374	అర్ధవిరామచిహ్నం.	పూర్తి విరామ చిహ్నం కాకుండా ఉండుట.	1
375	అల్పవిరామం	పూర్ణ విరామ చిహ్నం కాకుండా చిన్న విరామ చిహ్నం ఉండడం.	1
376	ఆశ్చర్యార్థకచిహ్నం	ఆశ్చర్యాన్ని తెలియజేసే చిహ్నం.	1
383	గతిమాపకం.	వేగాన్ని కొలిచే యంత్రం.	1
386	చిన్నకుండలీకరణం.	కుండలీకరణ చిహ్నాలలో చిన్నది.	1
387	వృక్షకణజాలం.	వృక్ష నిర్మాణానికి ఉపయోగపడేవి	1
388	ఊదుడువాయిద్యం	ఒక వాయిద్యం ఇది గాలి ఊదుటవలన వలన ధ్వని ఉత్పన్నం అవుతుంది	1
389	చిన్నపిల్లనగ్రోవి	ఒక రకమైన పిల్లనగ్రోవి అది ఆకారంలో చిన్నదిగా ఉటుంది	1
391	వాద్యయంత్రములు	శబ్దాలను వినిపించే యంత్రాలు.	1
393	మృదంగవాద్యం.	ఇది ఒక సాధనం. దీన్ని జంతువుల చర్మంతో తయారు చేస్తారు.	1
394	తాళవాద్యం.	రెండుచేతులతో పట్టుకొని వాయించే పరికరం.	1
395	తంతివాయిద్యం	ఇది ఒక సాధనం. దీనికి తీగలు కలిగి ఉంటాయి.	1
397	తబల.	తాళం వేసే ఒక వాద్యం	1
400	చేతాళము	ఆరాధన సమయంలో వాడే లోహంతో చేసే గుండ్రటి వాద్యం	1
407	బాయా	తబలాలో ఎడమ చేతితో వాయించే వాయిద్యం	1
409	ఢంక	ఒక రకమైన పెద్ద డోలు	1
411	చన్మొన	పాలు స్రవింపచేయు చిన్న బొడిపె.	1
413	లావుగావున్న	శరీరంలో బాగ కొవ్వు, మాంసం కలిగి ఉండటం	1
414	ఏకకణజీవి	ఒకే కణంతో ఏర్పడిన ప్రాణి	1
416	వదురుబోతు	అనవసర మాటలు అతిగా మాట్లాడే వ్యక్తి.	1
417	పాముచేప	పాము లాంటి ఒక చేప	1
421	శాకాహారజంతువు	మాంసము తినని జంతువు.	1
424	నీటిబిందువు	వర్షపు చుక్కలు.	1
433	పనిలోనిమగ్నత	పనిలో లీనమగుట.	1
437	నానురొట్టె	నిప్పుతో కాల్చబడిన రొట్టె	1
444	తొర్రభాగం.	ఏదైన వస్తువుకు రంధ్రం ఉండే ఖాళీ ప్రదేశం.	1
450	దేవీమందిరం	దేవత పూజల కొరకు కట్టించిన మందిరం	1
452	పారసీమందిరం	పారసీ ప్రజలు పూజలు జరుపుకొనే మందిరం	1
453	బౌద్ధమందిరం	బౌద్ధులు పూజాది కార్యక్రమాలు నిర్వహించే ప్రదేశం	1
458	బుద్దునివిగ్రహం	బుద్ధుని ప్రతిమ	1
474	నిమురుట	చేతితో మెల్లగా నిమిరే క్రియ	1
480	క్రైస్తువులు.	క్రైస్తవ్యాన్ని అనుసరించేవాళ్ళు.	1
481	క్రైస్తవపరమైన.	క్రైస్తవ మతానికి సంబంధించినది.	1
484	కాలరు.	చొక్కా యొక్క మెడకప్పుగుడ్డ.	1
489	ప్రేరణదాయకమైన	ఉన్నత స్థాయికి వెళ్లడానికి చెప్పే సృజనాత్మక ఆలోచనలు.	1
492	ప్రవర్తకుడు	ఏదైన పనిని ప్రారంభించు వాడు.	1
494	కంటికురుపు	కన్ను రెప్పపైన వచ్చిన చిన్న పుండు లేదా మొటిమ	1
498	శరీరవెలుపలిభాగము	శరీరం యొక్క బయటి భాగము.	1
511	నివాసయోగ్యంలేని	ఉండుటకు వీలు కానిది.	1
513	మానవసంబంధమైన	మనుషులకు సంబంధించిన	1
514	స్థానమార్పిడిచేసిన	ఒక స్థలం నుండి మరొక స్థలానికి మార్చుట.	1
520	నిజంమాట్లాడేవారు	అపద్దం చెప్పనివారు	1
542	త్యజింపదగిన	త్యాగంచేయుటకు అనువైన	1
550	జననకోశం	శుక్ర కణం లేదా అండం	1
568	ఖాళీకణం	ఏదైన కణం కణజాలంలో ఉన్న ఒక అవశేషం లేదా గుహ అది గాలి మరియు సర్ల పదార్థంతో నిండి ఉంటుంది	1
572	మెదడుసంబంధమైన	మస్తిష్కానికి సంబంధించిన	1
582	గుదికొయ్య	జిత్తులమారి ఆవును,ఎద్దును అదుపు చేయడానికి మెడలో వేసేది	1
584	అవమానపరుచు	ఏదైన మాట లేక పని వలన మానము మరియు ప్రతిష్ఠ తగ్గిపోవుట లేదా ఆత్మాభిమానాన్ని చిన్నబుచ్చు	1
589	యుక్తిపూర్వకంగా	యుక్తి ద్వారా.	1
593	ఇసుకజల్లెడ	ఇసుకను జల్లించడానికి ఉపయోగించే సాధనం	1
596	చేతిపనిముట్టు	చేతి ద్వారా ఉపయోగించే పరికరాలు	1
601	కణుపువేరు	ఒక రకమైన వేరు దీనికి కనుపులు ఉంటాయి	1
605	చెట్టుబోదె	వృక్షం యొక్క క్రిందిభాగం	1
610	చెట్టుభాగం	చెట్ల-మొక్కల మొదలగు వాటి యొక్క ఒక కార్యాత్మక మరియు రచనాత్మకమైన భాగము	1
611	చెట్టుభాగం	మొక్కల యొక్క ఏవైన భాగాలు	1
613	పూజ్యురాలైన	పూజింపబడుటకు అర్హురాలైనది	1
622	ఎముకకోశనాళాలు	ఎముకలలో ఉండే కోశనాళాలు	1
632	ఒంటెద్దుబండి	ఒకే ఎద్దు కలిగిన బండి	1
637	చిన్నకొమ్మ	చెట్టు శాఖలలో వచ్చిన చిన్న శాఖ	1
645	ధాన్యాన్నిఅమ్మేవాడు	ధాన్యాన్ని అమ్మే ఒక వ్యాపారి.	1
646	కూరగాయలుఅమ్మేవాడు	ఒక వ్యాపారి. అతడు కూరగాయలను అమ్ముతాడు.	1
650	యుగాంతము	యుగము యొక్క అంతము	1
651	బోజనప్రియుడు	ఎక్కువగా తినేవాళ్ళు.	1
652	అల్పాహారి	తక్కువగా తినువాడు.	1
659	ఆశకలిగియున్న	కోరిక కలిగియున్నటువంటి	1
660	సమయాన్నిపాటించే	కాలంవిలువ తెలిసినవాడు	1
662	బోలుగల	లోపలి భాగంలో ఏమీలేని	1
664	సందేహంలేని	తమ శక్తి పట్ల అపారమైన నమ్మకం కలిగియున స్థితి	1
665	నియమాన్నిపాటించు	సూచనలను అనుసరించువాడు	1
671	కమలవిత్తనము	కమలము యొక్క భీజము	1
673	ఏకాంతస్థలం	ఎవరులేని స్థలం	1
677	సవతిఅక్క	సవతిఅమ్మకు లేదా సవతితండ్రికి పుట్టిన అమ్మాయి	1
685	ఎముకలమయం	కేవలం ఎముకలు మాత్రమే కలిగి ఉండుట.	1
686	ఎముకలులేని.	ఎముకలు ఉండకపోవుట.	1
691	నేతపనిముట్లు	నేతవాళ్ళు ఉపయోగించే పరికరాలు లేక సాధనాలు	1
692	కోతపనిముట్లు	ఒక సాధనము దానితో కోత పని చేస్తారు	1
694	అసమాధానమైన	జవాబు ఇవ్వలేనటువంటి	1
696	సంబంధకర్త	అనుబంధం చేసేవాడు	1
698	మాంసాహారజంతువు	మాంసం తినే జంతువు.	1
699	గర్భజీవి	గర్భశయం కలిగిన ప్రాణి	1
701	గుణించేసంఖ్య	గుణ్యాన్ని హెచ్చవేసే సంఖ్య	1
703	విభాజ్యసంఖ్య	భాగహారంలో భాగించే సంఖ్య	1
704	విభాజకసంఖ్య	విభజించే సంఖ్య	1
706	భాగఫలం	విభాజ్యాన్ని విభాజకంతో భాగించగా వచ్చు సంఖ్య.	1
711	శత్రుత్వముగల	విరోధము కలిగి ఉండుట.	1
712	శత్రుత్వంతోకూడిన	వైరము కలిగి ఉండుట.	1
718	సభపూర్తి	సభ యొక్క ముగింపు.	1
719	సౌహార్థత	మంచి స్వభావం కలిగి ఉండే స్థితి.	1
720	జొండీగ	ఒక రకమైన పెద్ద ఈగ ఇది పశువులను కుడుతుంది	1
728	వేలిసంకేతం	వేలుతో చేసే సైగ	1
729	పండ్లచెట్లు	విశేషకరమైన ఫలములు ఇచ్చు చెట్లు.	1
742	గర్భస్థజీవి	గర్భం నుంచి వచ్చిన ప్రాణి.	1
746	గానపక్షి	ఒక పక్షి, దీని కంఠము  చాలా మధురంగా ఉంటుంది	1
748	పక్షిముక్కు	పక్షులు తినడానికి ఉపయోగించేది	1
750	విషపూరితమైనసర్పము	విషము కలిగినది	1
752	రెండుతలలపాము	ఒక రకమైన పాముకు రెండుతలలుంటాయి	1
755	ఆడపాము	మగపాము కానిది	1
759	నలభైఐదవ	నలభై నాలుగు కన్నా ఎక్కువ మరియు నలభై ఆరు కన్నా తక్కువ.	1
760	అవినీతికారి	తప్పు మార్గములో పోవువాడు.	1
762	అధికారహీన	అధికారం తక్కువ లేక లేకుండుట	1
763	కవచదారియైన	కవచాన్ని ధరించినటువంటి	1
765	నేత్రభంగిమ	కన్నుల ద్వార తెలియజేసే భావం	1
768	చిల్లరదొంగ	ఇతరుల ఆవులను, దున్నపోతులను మొదలైన వాటిని దొంగలించేవాడు	1
770	గోరఖనాధుడు	ఒక ప్రసిద్ధమైన యోగీశ్వరుడైన అవధూత ఇతను తన పేరుమీద ఒక ప్రసిద్ధమైన సంప్రదాయాన్ని నెలకొల్పాడు	1
774	జ్యేష్ఠమాసం	వైశాఖమాసం మరియు ఆషాఢమాసానికి మధ్యలో వచ్చే మాసం	1
778	చెట్లసమూహం	చెట్లు ఒకేచోట అధికంగా ఉండుట	1
780	ఆముదపుచెట్టు	ఎ చెట్టు లేని చోట ఈ చెట్టే మహావృక్షం	1
781	అవిసెచెట్టు	ఈ చెట్టు గింజలనుండి నూనెను తీస్తారు	1
783	అబద్ధమాడువాడు	నిజం చెప్పనివాడు	1
785	ఉన్నతస్థితిలోఉండు	అభివృద్ది జరిగేటటువంటి	1
795	రత్నకంబళి	రత్నాలతో తయారుచేయబడిన లావైన దుప్పటి	1
798	వస్త్రపుకప్పు	ఆవరణానికి ఉపయోగించే వస్త్రం	1
802	దేవతానియమం	దేవతల కొరకు నియమించబడిన పద్ధతులు	1
804	ఆర్ధికదోపిడి	డబ్బును దొంగలించటం	1
815	పోగుచేయబడిన	ఒక చోట చేర్చబడిన.	1
822	మంచికుమారుడు	చెడ్డ పుత్రుడు కాని వాడు	1
823	హువిష్కుడు	కుశాన వంశానికి చెందిన ఒక  రాజు	1
827	గర్వంగల	గర్వం ఉన్నటువంటి	1
829	నిరభిమాన	అభిమానం లేకుండుట	1
831	సంవృద్ధిలేని	ఏదైతే సమృద్ధి ఇచ్చేటటువంటిది కాదో	1
835	మేనమామసంబంధమైన.	మామ లేక అత్తకు సంబంధించిన	1
842	నిద్రావస్ధలో	గాఢమైన నిద్ర లేక నిద్రలో లీనమవ్వడం.	1
847	చిన్నప్రేగులు.	కడుపులో ఉన్న ప్రేగులలో చిన్నవి	1
852	స్వేచ్ఛాపూర్వకంగా	నచ్చిన విధంగా లేక ఇష్ట ప్రకారం	1
855	సరిహద్దురక్షకుడు	సరిహద్దులో ఉండు కాపలాదారుడు.	1
857	బాహ్యఇంద్రియం	శరీరం యొక్క వెలుపల భాగాలు.	1
858	ఇంద్రియం.	ఇంద్రియాలలో ఏది లేకుంటే పనిచేయలేమో	1
861	కృతఙ్ఞతలేని	ధన్యవాదాలు చెప్పకపోవుట.	1
865	ఇహలోకమైన	ఈ లోకానికి సంబంధించిన	1
866	పరలౌకికం	అభౌతికమైనలోకం	1
867	కుటుంబేతరమైన	కుటుంబముతో సంబంధము లేనివాళ్ళు.	1
868	అంతర్రాష్ట్రమైన	దేశం లోపలున్న ప్రదేశాలు లేక రాష్ట్రాలు.	1
869	అంతర్దేశీయ	ఏ దేశానికైన లోపలి భాగాలతో ( రాష్ట్రాలు ) సంబంధం కలిగి ఉండుట.	1
871	ధనుర్ధారుడు	ధనుస్సును ధరించేవాడు	1
890	వ్యాపించబడిన	నాలుగ వైపుల సంచరించుట.	1
893	నిషేధించని.	నిషిద్ధంకానటువంటి	1
908	చంద్రమాసం	చంద్రుడు భూమికి దగ్గరగా వుండే మాసం	1
914	తప్పుకొను	తమ స్థానం, ప్రతిజ్ఞ, సిద్దాంతం మొదలగువాటినుండి తొలగుట	1
915	వస్తుపన్ను	భూమి శిస్తు  డబ్బు రూపంలో  కాకుండా వస్తు రూపంలో విధించే  పన్ను	1
926	శవాలగది	చనిపోయినవాళ్ళను ఉంచు గది.	1
927	ప్రసూతిగది	స్త్రీలకు కాన్పు చేయు గది	1
931	ముగించబడు	పూర్తిఅయ్యేటువంటి	1
934	సరిహద్దులోలేని	సీమలో లేకపోవుట.	1
937	ఆవాసయుక్తమైన	ఇల్లు ఉన్నటువంటి	1
940	ఊహాప్రాణి	మనకు వాస్తవంగా కనిపించని వ్యక్తి.	1
944	ప్రమాదకరరోగం	భయంకరమైన జబ్బు	1
947	పుంసవనసంస్కారం	మంచి సంతానం కలుగడానికి గర్భంతో ఉన్న మూడవ నెలలో చేసే పూజ	1
949	జాతకసంస్కారం	బిడ్డ పుట్టిన సమయంలో చేసే సంస్కారం	1
951	చెవులుకుట్టడం	మొదటి సారిగా చెవి పోగులు పెట్టె సంస్కారం	1
954	అనువంశికమైన	ఒక తరం నుండి తరువాత తరానికి వచ్చు రోగం	1
956	అందమైనపురుషుడు	అతడు చాలా అందాన్ని కలిగి ఉంటాడు	1
958	అందమైనస్త్రీ	చూడటానికి చక్కని రూపం కలిగిన స్త్రీ.	1
965	ఉద్రేకమైన	ఆవేశంతో కూడిన.	1
966	సంచరించేవాడైన	ఎక్కువగా తిరిగేవాళ్ళు.	1
967	అందహీనుడు	అతడు అందంగా లేకపోవటం	1
972	తాళపురంధ్రం	తాళముకున్నటువంటి రంధ్రం	1
973	సామాజికనియంత్రణ.	సమాజాన్ని నియంత్రణలో పెట్టు క్రియ	1
974	ప్రకృతివైపరీత్యం	సహజమైన ఘటన కానిది	1
976	ప్రకృతివైపరీత్యమైన	ప్రకృతికి సంబంధం కానిది.	1
983	కర్ణరంధ్రము	చెవి యొక్క రంధ్రము	1
985	ముక్కురంధ్రం	శ్వాసతీసుకోవడానికి ఉపయోగపడేది	1
989	మలాంపట్టి	నూనె, తైలం లేపనంలోని తడి బట్ట లేక దూదితో తయారుచేసినది	1
990	ప్రాకృతికఘటన	ఇది ఒక ఘటన. ఇది ప్రకృతికి సంబంధించినది.	1
996	తూర్పుగాలి	తూర్పువైపు నుండి వీచే గాలి	1
1002	నీతిసంబంధమైన	నైతిక విలువలతో కూడినది	1
1019	ముక్కురంధ్రాలు	మనం గాలి పీల్చుటకు ఉపయోగపడు రంధ్రాలు.	1
1029	బీడుభూమైన	మొక్కలు లేని ప్రాంతం.	1
1039	యుద్ధవాధ్యం	అది ఒక వాద్యము దాన్ని యుద్ధ సమయములో మ్రోగిస్తారు	1
1047	దాస్యభక్తి	నవవిధ భక్తి మార్గాల్లో ఒకటి	1
1051	మిత్రభక్తి	నవవిధ భక్తి మార్గాల లో ఒకటి ఇందులో ఇష్టదైవాన్ని తన స్నేహితునిగా భావించి ఉపాసిస్తాడు	1
1069	మానవీకరణం	మంచి గుణం లేక భావాలను వ్యక్తులయందు ఆరోపించుట.	1
1075	యుద్ధవిరామపతాకం	యుద్ధంలో విరామానికి లేదా లొంగిపోవడానికి ఎగురవేసే పతాకం	1
1077	యుద్ధపతాకం	యుద్ధ సమయంలో ఎగురవేసే పతాకం	1
1078	నల్లనిజెండా	విరోద సంకేతాన్ని తెలియజేసే నలుపురంగు గల పతాకం	1
1080	ఎముకలవ్యాధి	ఇది ఒక రోగము, ప్రత్యేకంగా చిన్నపిల్లలలో వస్తుంది, ఇందులో శరీరం ఎండుతూ వస్తుంది	1
1082	ఆటంకపూరితమైన	ఇబ్బంది కలుగచేయుట.	1
1083	ముళ్ళుకలిగిన	ముళ్ళతో కూడినది.	1
1084	పనికిరానిమాట	ఉపయోగం లేని మాటలు.	1
1085	వెంట్రుకలసమూహం	వెంట్రుకల యొక్క సముదాయం	1
1092	భహిరంగమైన	రహస్యం లేకుండా ఉండుట.	1
1099	అనాలోచన	ఆలోచన లేకుండా	1
1101	అవిరక్తి.	ఏదేని పని, సమాజం మొదలైనటువంటి వాటితో విరక్తిచెందనటువంటి భావం	1
1103	ప్రయత్నశీలుడైన	ప్రయత్నం చేసేటటువంటివాడు	1
1106	కల్పనాకారుడు	ఊహలలో తేలిపోయేవాడు	1
1109	ఒప్పందంకుదిరిన	ఏదేని పనికి సంబంధించి ఒడంబడిక కుదుర్చుకోవడం	1
1112	ఈర్ష్యరహితంగా	ఒప్పనితనం లేకపోవుట.	1
1113	ఈర్ష్యపూర్వకంగా	ఈర్ష్యతో కూడిన.	1
1116	కార్యార్థంగా	ఉపయోగముతో కూడిన.	1
1117	విజాతీయమైన	వేరొక్క జాతికి సంబంధించిన.	1
1125	ప్రయోజకరమైన	ఉపయోగంతో కూడిన.	1
1129	లాభముపొందిన	లాభం అందినటువంటి	1
1132	విశ్వవిజేతైన	ప్రపంచంపై విజయాన్ని పొందిన	1
1134	లెక్కింపదగిన	లెక్కించుటకు వీలుకలిగిన	1
1140	ఉన్నతవంశం	పేరు మరియు ప్రతిష్టలు కలిగిన వర్గం.	1
1145	ఇంద్రియగోచరమైన	ఏదేని పని లేక భావం ఇంద్రియాలనుండి గ్రహించబడిన	1
1149	కదలలేనిస్థితి	కంపనం లేని స్థితి, క్రియ లేదా భావన	1
1159	అస్వాభావికమైన	స్వాభావికమైనది కాని	1
1162	ఛేదించదగిన	విభజనచేయగల	1
1167	అంత్యానుప్రాసగల	అంతిమ చరణాలలో ప్రాస ఒకేవిధంగా ఉండే కవిత	1
1168	పన్నువేయదగిన	ఎగుమతి దిగుమతి చేయు వస్తువులపై ప్రభుత్వము విధించునది.	1
1172	చలనంగల	కదులుతూ ఉండుట.	1
1175	అపఠనీయమైన	చదువుటకు అనువుకానిది	1
1179	టేకుచెట్టు	ఈ చెట్టు కొయ్య చాలా బలంగా వుంటుంది. దీనితో కూర్చీలు,బల్లలు తయారుచేస్తారు	1
1185	వ్యాకరణభేధం	వ్యాకరణానికి సంబంధించిన ఒక బేధం	1
1188	మార్పుచెందేస్వభావంగల	ఒక స్థానాన్ని వదిలి ఇంకో స్థానానికి వెళ్లడం	1
1190	అల్పాయువు	తక్కువ కాలం బ్రతకడం	1
1197	రత్నాలహారము.	వజ్రాలదండ	1
1198	ముత్యాలహారము	ఆల్చిప్పలో పుట్టే విలువైన పూస	1
1201	అడుక్కొను	అవసరం కోసం ఇతరుల దగ్గర చేయి చాచడం	1
1206	ఎక్కువసంవత్సరాలచెట్టు	ఎక్కవ సంవత్సరాలు జీవించే చెట్టు	1
1207	మృదుభాషియైన	చక్కటి మాటకారి	1
1209	చేతిభాగం	చెయ్యిలోని భాగాలు	1
1213	గజదలం	ఏనుగుల పై ఎక్కి సవారీ చేస్తూ యుద్ధం చేసేవాళ్ళు.	1
1214	గుర్రపుసైన్యం	సవారి చేస్తూ యుద్ధం చేసే సైన్యం	1
1219	అప్రియభాషి.	మధురంగా మాట్లాడని వ్యక్తి.	1
1226	నవరత్నాలమాల	గ్రహ శాంతి కోసం వేసుకునేది	1
1227	పుర్రెలదండ	పుర్రెలతో తయారు చేసిన దండ	1
1234	సంభోధించగల	ఏదేని సభ మొదలైనవాటిని ఉద్దేశించేటటువంటి	1
1237	చలనరహితం	కదలడానికి వీలుకాని.	1
1240	చిన్నచెరువు	నదికంటే విస్తీర్ణంలో చిన్నది	1
1241	పోదగిన	వెళ్ళుటకు వీలైనది.	1
1246	ప్రమాణస్వీకారపత్రం	అది ఒక పత్రం. దీనిని ఏదైన పదవిలో చేరడానికి ముందు అప్పగిస్తారు.	1
1247	పూజింపదగిన	సేవింపదగిన.	1
1250	సేవింపదగిన	తినడానికి అనువైన	1
1251	దూదివత్తి	పుండులోని తడిని తూడ్చడానికి లేదా పీల్చడానికి పుండులోనికి దోపే గుడ్డముక్క	1
1255	అధికారత్యాగం	అధికారాన్ని త్యజించే క్రియ	1
1259	ఇంటిప్రాంగణం	ఇంటికి ముందు భాగం.	1
1262	వెనుక-వెనుకనే	ఎవరినైనా దారిలో అనుసరిస్తూ వెళ్ళడం	1
1265	ప్రయాణపుబండి	ప్రయాణం చేయడానికి ఉపయోగపడే బండి	1
