index	word	definition	label
89	ఆవచెట్టు	పోపుగింజల చెట్టు	1
90	వ్యాకరణవాది	వ్యాకరణ గ్రంధాలను రాసేవాళ్ళు	1
91	దారితప్పు.	-తప్పుడు మార్గంలో వెళ్లడం.	1
92	సంయుక్తమైన	కలిసిన లేక సంబంధముగలది.	1
93	రత్నాలహారము.	వజ్రాలదండ	1
94	బరుండీ	బరుండీ దేశానికి సంబంధించిన	1
95	ముందులాగేచేయు	మునుపటిలా చేయడం	1
96	చాయాదెవి	సూర్యదేవుని భార్యలలో ఒకరు	1
97	వాతావరణానుకూలమైన	వాతావరణానికి అనువుగా ఉండునట్లు చేయు	1
98	చోకాచేయి	ధరించిన వస్త్రానికి ఉండే బాహువు భాగం	1
99	లావుగావున్న	శరీరంలో బాగ కొవ్వు, మాంసం కలిగి ఉండటం	1
100	-తెలుపు	స్వచ్ఛతకు గుర్తుగా వుండేది.	1
101	సంకేతికమైన	గుర్తుచూపడం	1
102	నరపిశాచి	మనిషిని తినువాడు	1
103	పరికరాలంకారం	ఒక అర్థాలంకారం	1
104	పొర్లుదండం	నేలమీద పడుకొని చేయు నమస్కారం	1
105	కరకరమను	నమిలేటప్పుడు వచ్చే శబ్ధం	1
106	రక్తప్రదరం.	ఒకరకమైన నెత్తురు రోగం	1
107	వేరుగాచూడు	ఒకేలా చూడక పోవడం	1
108	అస్వాభావికమైన	స్వాభావికమైనది కాని	1
109	బురకా	మహమ్మదీయ స్త్రీలు తమ బాహ్య రూపాన్ని బయటికి కనిపించకుండా పైన ధరించే వస్త్రము	1
110	అప్రసంగమైన	ఉపయోగములేని	1
111	తాలవ్యాలు.	నోటిపైభాగాన్ని ఉపయోగించి పలికే అక్షరాలు	1
112	-ప్రభావం	ఒక పని చేయడానికి మరోకరి ప్రోత్సాహం	1
113	తాలింపువేయు	వంట మంచి వాసన రావడానికి వేడి నెయ్యి లేదా నూనెలో ఇంగువ, మిరియాలు మొదలైనవాటిని వేయడం	1
114	వసూలుచేయు	ఇచ్చినదాన్ని తీసుకోవడం	1
115	తపస్సుశక్తితో	తపోబలంతో	1
116	టోకువ్యాపారం	ఒకేసారిగా సరుకులన్నీ ప్రోగుచేసి అమ్మడం లేదా కొనడం చేసేపని	1
117	ఆశుపోయు	నూలు ద్వారా నూలు కండెల్ని తయారుచేయడం	1
118	స్వీకరించకపోవు	ఏదైనా ఒకమాటను వినకపోవడం	1
119	వెళ్ళదగిన	పోవల్సిన	1
120	జేష్టనక్షత్రం	చంద్రోదయం జేష్ట నక్షత్రకాలంలో జరిగిన సమయం	1
121	స్నాతకోత్సవీయమైన	విశ్వవిద్యాలయ డిగ్రీ ప్రధానోత్సవానికి సంబంధించిన	1
122	కంఠతాలవ్యం	గొంతు నుండి ఉచ్చరించేవి	1
123	ప్రయోజితమైన	లాభం ఉన్నటువంటిది	1
124	సహస్రాబ్థి	ఐదువందలు మరియు ఐదువందల సంవత్సరాలు	1
125	వికసించబడిన	మొగ్గ నుండి పువ్వులాగా మారుట.	1
126	మృదంగవాద్యం.	ఇది ఒక సాధనం. దీన్ని జంతువుల చర్మంతో తయారు చేస్తారు.	1
127	భోగనవిలయ	అందమైన పూలు పూచే ఒక రకమైన తీగ	1
128	పొడిచేయటం	ఒక పదార్థంను చూర్ణం చేయడం	1
129	చేర్చడమైన	చేరిన లేక అంతర్గతమైన	1
130	విహారమైన	సరదాగా వూరు తిరగడం	1
131	మంచితనంగా.	కలుపుగోలుతనంగా.	1
132	కాకడాచెట్టు.	హిమాలయాల్లో పశ్చిమ వైపు ఒక పర్వత వృక్షం	1
133	ఎర్రగాఅవు	కలిమిపోవడం	1
134	పంచుట	పంచే  క్రియ లేక భావము	1
135	చిక్కుకొను	ఏదేని ఒక బంధనములో ఇరుక్కొనుట	1
136	త్యాగియైన	ఏదైనా కూడా తనకు లేకపోయిన మరోకరికి ఇవ్వడం	1
137	అశ్రువైన	బాధపడినపుడు నేత్రధారలు	1
138	గీమనడం	గాలి వీచే శబ్ధం	1
139	పులియటం	కలిపిన పిండి కొద్ది రోజుల వరకు అలాగే ఉంచితే	1
140	మేల్కోల్పు	నిద్రావస్థలో వున్నవారిని లేచేటటు చేయడం	1
141	పర్ణకుటీరం	ఆకులతో తయారుచేసుకొనే ఇల్లు	1
142	తేనెరంగుకలిగిన	ఎండు ద్రాక్ష రంగు గల	1
143	యోగనియమం	శ్వాస మీద ధ్యాస చేసే ద్యానం	1
144	గోధుమలడ్డు	గోధుమపిండితో చేసిన లడ్డు	1
145	ఠకుఆ	ఒక రకమైన తీపి వంటకం	1
146	భూవిజ్ఞానం	పుడమిని గురించి తెలియజేసేది	1
147	అరవైఆరు.	అరవై మరియు ఆరును కలుపగా వచ్చే సంఖ్య	1
148	గిలకొట్టు	ఒక గతి ప్రకారం కలుపుట	1
149	పాకీవాడు	మరుగుదొడ్లను శుభ్రపరిచేవాడు	1
150	సేనాగ్రభాగం	సేవలో అందరికంటే ముందు వరుసలో నిలబడే సైనిక దళం	1
151	పౌరాణికమైన.	పురాణాలకు సంబంధించినది.	1
152	వెనకబడినటువంటి	వెనుక ఉన్నటువంటి	1
153	ఎదురుచూచుట	ఏవ్వరి కోసమైన లేక ఏ పని చేయ్యడానికైన వేచి ఉండుట.	1
154	అఖ్‍రోట్	ఒక ఫలములిచ్చు వృక్షము వీటి పండ్లు కిస్‍మిస్ లా ఉపయోగిస్తారు	1
155	అపైతృక	తండ్రి యొక్క వారసత్వం కానటువంటి	1
156	కచ్‍వాసి	కచ్ దేశంలో నివసించేవారు	1
157	భంగంచేసిన	అడ్డుతగలటం	1
158	స్థిరముగానిలబడు	భయము లేకుండా ఎల్లప్పుడు మాటవరుసకు కూడా కూర్చొనకుండుట	1
159	-అంతర్భాగం	-ఏదైనా ఒక ప్రదేశంలోని అంతర్భాగం	1
160	దీక్షాంతం	యజ్ఞం పూర్తయిన తర్వాత దోషాలు తొలగిపోయానని భావించి స్నానం చేసి ముగించడం	1
161	బయటికితీయు	దాచిపెట్టిన దాన్ని పైకితీయుట	1
162	చలనంగల	కదులుతూ ఉండుట.	1
163	కసాయికత్తి	పశువులకు హత్య చేసేందుకు ఉపయోగించే కత్తి	1
164	అంగవస్త్రము.	స్త్రీలు ధరించు లోపలి వస్త్రము.	1
165	అచేతనంలోవుండు	స్ర్పుహ కోల్పోవడం	1
166	ఆశ్చర్యార్థకచిహ్నం	ఆశ్చర్యాన్ని తెలియజేసే చిహ్నం.	1
167	జనసంపర్కము	ప్రజలతో కలసి మెలసి ఉండే పని	1
168	నిర్వహించలేనటువంటి	చేయలేనటువంటిది	1
169	చిన్నపిల్లాడివై	తన ఆకారం చిన్నదిగాగల	1
170	హకారాంత	పదం అంతంలో హ వర్ణం వుండేటటువంటి	1
171	కాటుకదిద్దిన	ఆమె కళ్ళు అందంగా, నల్లగా కనిపించుటకు కారణం	1
172	చేతార.	ఒక విధమైన తీగ వాయిద్యం	1
173	ఆచారాత్మకమైన	పారంపర్యంగా వచ్చే నియమనిష్టలు	1
174	సౌభాతృతీయ.	భాద్రపదమాసంలో శుక్ల పక్షంలో వచ్చెది	1
175	గుండ్రటిముక్క	గుండ్రంగా వుండే భాగం	1
176	అపరాధపత్రం	శిక్షకు అర్హులని తెలియజేసే పత్రం	1
177	బంజరుభూమి	క్షారంతో కూడిన భూమి పంటలు పండించడానికి పనికిరాని భూమి	1
178	మనోవైజ్ఞానికమైన	భౌతికానికి సంబంధించినదికాకపోవడం, మనస్సుకు సంబంధించినవి	1
179	తాగించు	తాగేపని ఇతరులతో చేయించడం	1
180	సర్దుట	చూచుటకు బాగుగా ఉండేందుకు సరైన స్థానములో, సరైన విధముగా ఉంచే క్రియ.	1
181	బాలనెరుపుగల	యుక్త వయసులోనే తెల్లవెంట్రుకలు కలిగిన	1
182	చతుర్భుజము	నాలుగు భుజములు సమానంగలది.	1
183	రాయ్‍బహుదూర్	బ్రిటీష్ శాసన కాలంలో గౌరవనీయులైన భారతీయులకు ఇచ్చే బిరుదు	1
184	పడుకొనుట.	విశ్రాంతి తీసుకోవడానికి చేసె పని	1
185	ఒకేతరగతైన	అన్ని విషయాలలో ఒకటిగా ఉండుట.	1
186	కొబ్బరిచిప్ప.	టెంకాయ ఉపరితలంపై  గుండ్రంగా ఉండే చిప్ప	1
187	టపటపలాడు	రెక్కలతో చేసే చప్పుడు	1
188	ఖమ్మచరాగం.	ఒక రాగం	1
189	చిన్నకొమ్మ	చెట్టు శాఖలలో వచ్చిన చిన్న శాఖ	1
190	అంగచ్చేధకులు	మన శరీరంలోని ఏదేని అవయవాన్ని కత్తిరించి వేరుచేయడం	1
191	జేలంనది	భారత్ కాశ్మీర్ ప్రాంతాలలో ప్రముఖ నది	1
192	పాపటి	పెళ్లయిన స్త్రీలు నెత్తిన బొట్టు పెట్టుకునే ప్రదేశం	1
193	మజిస్ట్రేట్	శిక్షను ఖాయం చేసే వ్యక్తి	1
194	పంచమస్వరం	సంగీతంలో ఐదవ అక్షరం	1
195	అత్తార	యునానీ మందులను అమ్మేటటువంటి వ్వక్తి	1
196	ఆడగాడిద	మగగాడిద కాణిది	1
197	బుడబుడమను	నీళ్ళు ఉడుకుతున్నప్పుడు చేసే శబ్ధం	1
198	క్షితిజమైన	భూమ్యాకాశాలు కలిసినట్లు తోచే రేఖ	1
199	నిర్ధయుడైన	దయలేనితత్వం	1
200	విదిలించు	వదిలించుకోవడం	1
201	ఉత్తరాక్షంశం.	సూర్యుడు ఉత్తర కక్ష్యలోకి రావడాం	1
202	కంటిపాప.	కంటిలోపల ఉండే బొమ్మ.	1
203	తూలుతున్న.	ఊగుతూ ఉన్నటువంటి.	1
204	జగడగంటియైన	కఠినమైన స్వభావం కలిగి ఉండుట.	1
205	ఇరవైనలుగవ.	లెక్కింపులో ఇరవై మూడవ స్థానం తరువాత వచ్చేది.	1
206	తొలగింపజేయు	తొలగించే ప్రక్రియ వేరొకరితో చేయించడం	1
207	శస్త్రచికిత్సవైధ్యుడు	కణుపులను మరియ పుండ్లను గాట్లు పెట్టి చికిత్స చేసే వారు	1
208	రక్తప్రమేహం	పురుషులలో వచ్చే ఒకరకమైన మూత్ర రోగం	1
209	పెద్దగాలిపటం.	పిల్లలు గాలిలో దారం సహాయంతో ఎగరవేసే ఆట వస్తువు	1
210	వృద్ధాప్యంవచ్చు	అరవై యేండ్ల వయసు దాటిన వ్యక్తి	1
211	వరిపంతతెగులు	తెలుపు కాకి రంగులొ వుండే పురుగులుంటాయి	1
212	గగుర్పాటైన	భీతి చెందడం	1
213	ఠాఢేశ్వరీ	పగలు, రాత్రి నిల్చోని తపస్సు చేయు సాధువులు	1
214	దక్షినమధ్యవర్తియైన	ఉత్తరానికి ఎదురుగా వుండే దిక్కు	1
215	హాస్యప్రసంగం	చమత్కారము కలిగిన నవ్వు లేక మాట	1
216	తోసుకొను	శక్తి బలాలను ఒకరిమీద ఒకరు ప్రదర్శించుకోవడం	1
217	మొగలియా	మొగలులకు సంబంధించిన	1
218	తాజాఇప్పమొక్కలు.	అప్పుడే పూచిన మొక్కలు	1
219	అగినపక్షి	ఒక రకమైన పక్షి	1
220	చంచారరాగం.	ఒక విధమైన రాగం	1
221	గంగాసాగరం	ఒక స్థలం హిందువు తీర్ధయాత్రలకు వెళ్ళి చూసే సముద్రం	1
222	త్రీవేణీసంగమం	గంగా, యమునా మరియు సరస్వతీ యొక్క సంగమం	1
223	పెద్దకొయ్య	చెక్కతో నల్లగా తయారు చేసిన రాయడానికి ఉపయోగపడేది	1
224	సోరఠమల్హారరాగం.	సంపూర్ణ జాతి యొక్క ఒక రాగం	1
225	యువకుడగు	యౌవనం దరిచేరిన వాడగు.	1
226	పాడుచేయు	వికారత్వం	1
227	పరోపకారియైన	ఇతరులకు మేలు చేయునటువంటి వాడు.	1
228	ఆశ్రమవాసులైన	ఆశ్రమంలో నివసించే వాళ్ళు	1
229	దేశం-వదిలిన	వున్నవూరిని కాదనడం	1
230	కురూపియైన	ఆకర్షణీయమైన రూపంలేని.	1
231	సభ్యత్వము.	భాగస్వామ్యం తీసుకోవడం	1
232	కాగితపుముక్క	చించిన కాగితంలో ఒకభాగం	1
233	మహోబియన్లైన	మహోబీయులకు సంబంధించిన	1
234	కరగనటువంటి.	కఠినమైనటు వంటి.	1
235	చలనరహితం	కదలడానికి వీలుకాని.	1
236	బాంగడ్.	హర్యానాలో ఉన్న ఒక విశేషమైన అసార్, రోహతక్, కర్హాలో ఆనుకొని ఉండే ఒక ప్రదేశం	1
237	వ్యాయామంచేయించు	శరీర దారుడ్యం కోసం చేయించే పని	1
238	అవమానించేవాడైన	వ్యక్తిత్వాన్ని కించపరిచేవాడు	1
239	స్వేచ్ఛాపూర్వకంగా	నచ్చిన విధంగా లేక ఇష్ట ప్రకారం	1
240	శరీర‍అంతర్భాగం	శరీరంలోపల ఉండే భాగం	1
241	రక్షణకవచం	ఏ ఆయుధం ద్వారాగాని గాయం తగలకుండా కాపాడే కవచం	1
242	దోపిడిదారులు	అది ఎవరి వృత్తి అయితే దొంగిలిచుటో లేదా ప్రజలని దొచుకూంటారో.	1
243	దైవమానవుడు	దేవతాగుణం కలిగిన మనిషి లేదా కార్యాలను కార్యాలను చేసేవాడు	1
244	అమ్మేటటువంటి	అమ్మకానికి సిద్ధంగా ఉన్న	1
245	దుర్గాధిపతి	కోటను రక్షించే ప్రధానాధికారి	1
246	మహరీ	ఒక పక్షి	1
247	నరవాహనం.	మనుష్యుల ద్వారా నడపబడే బండ్లు	1
248	కేంద్రపాలితమైన	ప్రభుత్వం ద్వారా శాసించబడిన	1
249	చేయకూడనిపని	ఏదైన పని మొదలైనవి చేయకుండా ఉండే స్థితి	1
250	శామియానా	విశేష సమయాలలో ఇంటి ముందు కట్టేది	1
251	యూక్రేనీ	యూక్రేనీ భాషకు సంబంధించిన	1
252	పంపువాడు	మరొకచోటికి ఏవేని వస్తువులు అంపించుట.	1
253	దూరంచేయు.	పద్ధతి మొదలైన వాటిని అంతం చేయడం.	1
254	ఇరవైనలుగవ.	లెక్కింపులో ఇరవై మూడవ స్థానం తరువాత వచ్చేది.	1
255	దేశత్యాగి.	తమదేశాన్ని వదిలి వెళ్ళిన వ్యక్తి.	1
256	పేరెన్నికగలవ్యక్తి	బాగా ప్రసిద్దిగాంచిన వ్యక్తి	1
257	సహయాత్రికులు	తోడుగా ప్రయాణించే వ్యక్తి	1
258	నిమజ్జనము	విగ్రహాలను పూజించాక నీటిలో వేసే క్రియ	1
259	కోపంతోవూగిపోవు	అత్యదిక ఆవేశం రావడం	1
260	అప్పైన	వెనక్కి ఇచ్చినటువంటి	1
261	హంసగామిని.	హంసలాగా నడిచే స్త్రీ	1
262	యుద్దవీరుడు	యుద్దములో పోరాడే ధైర్యవంతుడు.	1
263	యుద్ధనావ	యుద్ధానికి ఉపయోగించిన ఓడ	1
264	గదురుకొను	గట్టిగా అరచి భయపెట్టుట.	1
265	అడ్డుచెప్పు	ఆటంకపరచడం	1
266	ఘీంకారరోగం	ఏనుగు నోటిపై తాళపునకు వచ్చే గాయం	1
267	లఖేరా	గాజులు తయారు చేసే వారి జాతి	1
268	ఒత్తిడిపూర్వకమైన	ఎక్కువ శ్రమకలిగి వుండటం	1
269	విడుదలచేయు	బంధి అయినవాళ్ళకి స్వతంత్రమివ్వడం	1
270	చిన్నబాకు	రెండువైపులా పదును గల చిన్న కత్తి	1
271	-వామనద్వాదశి.	భాద్రశుక్ల ద్వాదశి	1
272	దిమిశ	కంకర మట్టి మొదలైన వాటిని సమతలం చేయడానికి ఉపయోగించే దిమ్మె కలిగిన కర్ర	1
273	సంపూర్ణంగాలభించు	పూర్ణంగా లభించడం	1
274	ఎనిమిదైన	ఏడుకు ఒకటి కలుపగా వచ్చేది	1
275	నిలబెట్టినటువంటి	నడిచే నడిచే వాహనాలను ఒక చోట కదలకుండ వుంచడం	1
276	నిలబెట్టుకొను	సంబంధ బాంధవ్యాలను సరిగా కాపాడుకోవడం	1
277	లెక్కప్రకారంగా	దృష్టిలో లేదా ఉద్దేశ్యంలో	1
278	ఎత్తుకొను	పిల్లలను చంకన పెట్టుకొను	1
279	ఊరించు	కొరతగా వున్న వాటిని ఇస్తామని చెప్తూనే ఉండటం	1
280	పెళ్లగిల్లు	భూమిలో వున్న వస్తువును బయటికి తీయడం.	1
281	ఖమ్మచకాన్హడరాగం	సంపూర్ణ జాతికిచెందిన ఒక రాగం	1
282	పిల్లలు.పిల్లవాడు	వైజ్ఞానిక రంగంలో అనుభవం లేని వాళ్ళు	1
283	బేబుల్‍క్లాత్	బల్లమీద పరిచే బట్ట	1
284	టిలేహూ.	ఒఅక విధమైన ముంగీసలాంటి జంతువు	1
285	నిర్ధేశింపబడిన	ముందుగా ఎన్నుకొన్న సమయాను సారంగా	1
286	విభజించడానికివీలుకానిది	ముక్కలు చెయ్యడానికి వీలుకానిది.	1
287	నడివయస్సు.	యవ్వనానికి ముసలితనానికి మధ్యగల కాలం	1
288	ఏకద్వారమైన	ఒకే వాకిలి కలిగివున్న	1
289	అంజహీ	బియ్యముతో తయారు చేయబడిన తీపిపదార్ధం	1
290	మిశ్రమమైన.	కలసిపోతే.	1
291	కిటకిటమను	కీటకాలు చేసే శబ్ధం	1
292	మ్లేశ్చజాతి.	హిందూమతానుసారం వర్ణాశ్రమ ధర్మం ఆచరించని జాతి	1
293	ముసలమానీ	ముసలమాన్ కు సంబంధించిన	1
294	లఖేర్	లక్క గాజులు తయారు చేసే ఒక జాతి	1
295	సందిగ్థతలోవుండు	అటు ఇటుగా ఉండు	1
296	ఆధ్యాత్మికతగల	ఆధ్యాత్మిక జ్ఞానంతో నిండిన	1
297	అశ్వినీకుమారులు	సూర్యుని యొక్క ఇద్దరు పుత్రులు	1
298	పోతియో.	ఒక రకమైన ఆట వస్తువు కింది భాగం బరువుగా వుంటుంది	1
299	ఎర్రపూసలదండ	ఎర్ర పూసలతో తయారుచేసిన హారం	1
300	నూనెకుండ	నూనె ఉంచే పాత్ర	1
301	విశిష్టమైనశిక్షణ	ప్రత్యేకమైన తర్ఫీదు	1
302	అభీరరాగం.	భైరవరాగానికి పుత్రునిగా చెప్పబడే ఒక రాగం	1
303	బేలరసీ	బేలరసీ భాషకు సంబంధించిన	1
304	శబ్థంవచ్చు	చప్పుడు రావడం	1
305	కృతఙ్ఞతలేని	ధన్యవాదాలు చెప్పకపోవుట.	1
306	హత్యాఘటన.	ప్రాణాలు తీసే సంఘటనలు	1
307	సూచించునది	భోధనద్వారా వచ్చే ఙ్ణానం	1
308	ఊడిపోవు	వేరు అయిపోవడం	1
309	పఖీరు	ఒక రకమైన మహమ్మదీయ సన్యాసి	1
310	ఆపదకాలము	సంకటము లేక కష్టకాలము	1
311	ఆర్ధికదోపిడి	డబ్బును దొంగలించటం	1
312	ఆవిరిస్నానం.	వేడి నీటి స్నానం	1
313	నేతపనికూలి.	కుట్టుటకు లేదా దారాలు అల్లేపనికి ఇచ్చే వేతనం	1
314	కామాయని	కవివర్యులైన జయశంకర ప్రసాద్ గారి ప్రముఖ కావ్యం	1
315	అలకమందిరం	ఎవరిమీదైనా కోపం వచ్చినపుడు వారొతో మాట్లాడకుండా విశ్రమించే భవనంలోని ఒక గది	1
316	ఖండించరాని	విభజించడానికి వీలుకానిది.	1
317	కార్యార్థంగా	ఉపయోగముతో కూడిన.	1
318	బఫౌరీ.	ఆవిరితో చేసే వంటకం	1
319	ముకరీ	కవితలకు ముందుగా చెప్పేటటువంటిది	1
320	వలతోపట్టుకొను	నీళ్ళలోని చేపలను బయటికి తీయడం	1
321	ఆటంకపరుచు	విపత్తి కలగడం	1
322	నిలుచున్నటువంటి	తమ పాదాలు నేలపై వుంచి నిటారుగా ఉండటం	1
323	అణచివేయు.	విరోధము, ఉపద్రవము, మూదలగు వాటితో బలప్రయోగము చేసి అణచబడే క్రియ.	1
