index	word	definition	label
66	ప్రారంభం	ఏదేని పని లేక మాటను ముందుగా చేయుట	1
67	దిగంబరత్వం	బట్టలు లేకుండా ఉండుట.	1
68	హల్లులు	క నుండి హ వరకు ఉన్న అక్షరాలు	1
69	ఆకు	చిన్నపత్రం	1
70	స్పష్టత	అర్ధం చేసుకోవడానికి సులభంగా ఉండే భావన.	1
71	గోప్యం	ఎవ్వరికీ తెలియకుండా ఉంచుట.	1
72	భావం	అది శరీరంలో	1
73	ప్రతికూలం	అనుకూలత లేకపోవడం	1
74	మంచిగుణం	అందరికీ మంచి చేయాలనే హృదయం కలిగి ఉండడం	1
75	రక్తదానం	రక్తము ఇతరులకు ఇవ్వడం.	1
76	పొసగనిది	సందర్భానికి పనికిరానిది	1
77	కలయిక	ఇరువురు వ్యక్తులు కలిసి ఒక్కటయ్యే స్థితి	1
78	అసమంజసం	సమంజసం లేని.	1
79	తమ్ముడు	సోదరుడు వయసులో చిన్న.	1
80	సోదరుడు	అన్నదమ్ముల పిల్లలు	1
81	పెద్దన్న	తమ్ముడికి ముందుపుట్టిన వాడు	1
82	తప్పుట	పరీక్షలో ఉత్తీర్ణముకాకపోవడం	1
83	ఉత్తీర్ణత	సఫలం పొందడం.	1
84	హాజరుకాని	ఒక వ్యక్తి దగ్గరకు గానీ, ఒక పనికి గానీ వెళ్ళకపోవడం లేదా ఉనికిని చాటకపోవడం	1
85	హాజరైన	సమీపంగా లేదా ముందుగానీ ఉండే క్రియ.	1
86	పెద్దసీస	గాజుతో చేయబడిన పెద్ద పాత్ర దీనిలో సంగ్రహించిన పదార్థాలు మొదలగు వాటిని పెడతారు.	1
87	వర్తమానం	ప్రస్తుతం జరుగుతున్న సమయం.	1
88	నిష్పత్తి	కొలత, ఉపయోగం మొదలగువాటి పోలికలో ఒక వస్తువుకు మరొక వస్తువుతో ఉండేటువంటి సంబంధం.	1
89	కాటుకదిద్దిన	ఆమె కళ్ళు అందంగా, నల్లగా కనిపించుటకు కారణం	1
90	ఒప్పందం	ఏదేని పని చేయుటకు రెండు పక్షాల మధ్యలో అయ్యే ఒడంబడిక	1
91	రాజీ	పొత్తు ఏర్పడటం.	1
92	అంగీకారం	ప్రభుత్వ, ప్రైవేటు నిర్మాణాలను పూర్తిచేయుటకు కుదుర్చుకొనే ఒడంబడిక	1
93	బేరం	కొనడానికి-అమ్మడానికి మధ్య జరిగే వ్యవహారం.	1
94	బాధ్యత	పనులను పూర్తి చేయించు విధి	1
95	వ్యాపారం	ఏవైనా వస్తువులు కొనడం లేదా అమ్మడం చేసే పని.	1
96	అనుభవం	ఏదైన పనిని చేసియున్న జ్ఞానంతో వచ్చినది	1
97	జ్ఞాపకం	స్మరించుకొనే జ్ఞానం.	1
98	జ్ఞానం	తెలివితేటలు కలిగి ఉండిన	1
99	అనుభవజ్ఞుడైన	ఏ పనైన చేయడానికిగల సామర్ధ్యం ఉన్నవాడు	1
100	అనుభవంగల	అనుభవించే వ్యక్తి	1
101	అనుభవించని	అనుభవములో లేనిది	1
102	అనుభూతి	ఇది ఒక మానసికమైన ఆనందభావన.	1
103	మనోభావన	మనస్సులో ఉత్పన్నమైన భావన.	1
104	అనుమతి	ఏదైనా పని చేయడానికి ముందు దానికి సంబంధించిన పెద్దలను కలిసి ఆ పని చేయవచ్చుననే భరోసాను పొందడం	1
105	అనుమతి	ఆజ్ఞను స్వీకరించే భావన.	1
106	ఊహించు	ఇలా అవుతుంది ఇది కాదు అని భావించడం.	1
107	ఊహ	చూడని లేదా వినని మాటలను చూచినట్టు మనసులో అనుకోవడం	1
108	సమర్ధించడం	ఏదైన ఒక విషయాన్ని అంగీకరించి తమ నుండి ఇచ్చు స్వీకృతి	1
109	ప్రశంస	ఏవైన మాటలు, సలహాలు మీద ఆనందాన్ని వ్యక్తపరచడం.	1
110	శతృత్వం	పనిని ఆపడానికి వ్యతిరేకంగా చేసే క్రియ	1
111	ఉభయచరమైన	నేల మరియు నీటిలో నివశించేవి.	1
112	అనురక్తుడగు	లోనగునట్లు చేయుట	1
113	నిష్టగల	ఎవరైతే అభిమానం కలిగివుంటారో	1
114	కార్యశీలి	పనిలో నిమగ్నమై ఉండుట.	1
115	గుప్తదానం	ఎవరికీ తెలియకుండా చేసే దానం/కుడి చెయ్యి చేసే దానం ఎడమచేతికి తెలియనియ్యకపోవడం	1
116	భక్తి	దేవదేవతలు లేదా ఈశ్వరునిపై విశిష్టమైన ప్రేమ	1
117	అనేకం	ఒకటికన్నా ఎక్కువ.	1
118	కాంతివలయం	దేవతలకు, మహా దివ్య పురుషుల చిత్రపటాలలో తల వెనక ఉండే వెలుగు చక్రం	1
119	ప్రేమ	బలమైన అభిమానం	1
120	స్నేహం	చిన్న, పెద్ద తేడా లేకుండా ప్రతి హృదయంలోనూ ఇతరులపై కలిగే భావన	1
121	ప్రతిరూపం	రూపము ఆకారము ఒకే విధంగా ఉండుట.	1
122	అనుసరించి	ఆ దృష్టితో	1
123	పనస_పండు_రంగు	పనస పండు రంగు	1
124	మనవి	ఏదైన వినయపూర్వకంగా కోరడం.	1
125	కాలం_చెల్లిన	ఉపయోగించే సమయం ముగిసినది	1
126	ప్రార్ధన	వినయపూర్వకంగా అడుగుట.	1
127	వినతిపత్రం	వినయపూర్వకంగా అడగటం.	1
128	అనువాదం	ఒక భాషలో రాసిన పదం లేదా మాట్లాడిన మాటను వేరొక భాషలోకి రాయడం లేదా మాట్లాడేటట్లు చేసే పని,	1
129	అనువాద_రచన	ఏదైన విషయాన్ని ఒక భాష నుండి వేరొకభాషలోకి మార్చడం.	1
130	వ్యాఖ్యానం	ఏదైన కష్తమైన వాక్యాలు మొదలైనవాటికి అర్థాన్ని స్పష్టీకరణ చేయడం.	1
131	వస్తుమార్పిడి	ఒక వస్తువును ఇచ్చి వేరొక వస్తువును తీసుకునే వ్యాపార పద్ధతి	1
132	పనిమొదలుపెట్టుట	ఏదైన పనిని ప్రారంభించుట	1
133	ధార్మికకర్మలు	ఇది ఒక కర్మ. ఇది ధార్మిక పరమైనది.	1
134	శుభకార్యం	సంతోష సమయంలో చేసే ఒక కార్యం	1
135	యఙ్ణం	యఙ్ఞం చేసే పని	1
136	సంకల్పం	ఒక పని చెయ్యాలనే ఆలోచన లేదా భావన	1
137	పరిశోధన	క్రొత్త విషయాలను కనుగొనుట.	1
138	కనుగొనుట	క్రొత్త విషయాలను ఆవిష్కరించుట.	1
139	అనుకరణం	ఒక భాష నుండి వేరొక్క భాషలోకి మార్చడం.	1
140	ఆలోచన	యోచించేటటువంటి భావన.	1
141	జుగుప్స	తన చెడు నడత వలన ఇతరుల మనసులో తనను దూరం ఉంచాలని కలిగే భావన	1
142	విరక్తి	అనుకొన్నది జరగకపోతే మనస్సునందు కలిగే భావన.	1
143	విభిన్న_రూపంగల	ప్రతిరూపం కాని	1
144	అనువదించబడిన	ఒక భాష నుండి మరొక భాషలోకి మార్చుట.	1
145	మౌళిక_రచన	ఆ రచన ఎవరి అనువాదం,నకలు మరియు ఆధారం కాని రచన,అయితే అతని ఆలోచన నుండి వెలువడినది	1
146	సందేశం	ఉద్దేశంతో చెప్పే మాట	1
147	సాహిత్యరచన	సాహిత్య సంబంధమైన కృతి	1
148	స్పష్టత	ఖచ్చితమైనటువంటి.	1
149	క్రియ	వాక్యంలో పనిని గురించి వివరించు భాగం.	1
150	ఆరంభం	ఏదైనా కార్యం, సంఘటన, వ్యాపారం మొదలైన వాటి మొదటి స్థితి	1
151	ఐక్యమత్యంలేని	ఇందులో ఏకత్వం లేకపోవడం	1
152	తినదగనిపదార్ధాలు	తినడానికి పనికిరాని వస్తువులు	1
153	అత్తిపండుచెట్టు	విప్పి చూడగా పురుగులుండే పండు యొక్క చెట్టు	1
154	మరొక	దానిని విడిచి మరొకరు లేదా ఇతరులు	1
155	ఇతరులు	కుటుంబ సభ్యులుకానివారు	1
156	ఆర్యసమాజం.	స్వామి దయానంద స్థాపించిన ఒక ధార్మిక సమాజం	1
157	వైకల్పికమైన	ఇష్టానుసారంగా ఎన్నుకోవడం.	1
158	ఆవిష్కరణ	కొత్త విషయాలను కనుగొనుట	1
159	వికలాంగులైన	శరీర అవయవాలలో లోపంగల వ్యక్తులు	1
160	వివాహితురాలైన_స్త్రీకి_పుట్టిన	అతడు వివాహిత స్త్రీకి జన్మించిన వాడు కాడు	1
161	వ్యక్తిగత	మనకు మాత్రమే పూర్తి అధికారం ఉండే స్థితి	1
162	మౌలికమైన.	మూలంతో సంబంధం కలిగిన	1
163	బంధువు	సంబంధ బాంధవ్యాలు కలిగినవారు	1
164	వ్యక్తిగతమైన	వ్యక్తికి సంబంధించిన	1
165	స్వజనుల	మనకు సంబంధించిన	1
166	స్వదేశీ	సొంత దేశానికి చెందినవి	1
167	తన_విషయం	నాకు సంబంధించిన విషయం	1
168	అపకీర్తి	చెడ్డపేరు వచ్చే అవస్ధ లేక భావన.	1
169	అపరాధం	ఎవరైతే రీతికి లేదా విధానానికి వ్యతరేకంగా పని చేస్తారో	1
170	అపరాధకుడైన	ఎవరైతే నేరం చేస్తారో	1
171	హార్మోనియం	పెట్టె అకారంలో ఉండే ఒక సంగీత వాయిద్యం దీనిని వేళ్ళ సహాయంతో వాయిస్తారు	1
172	సాయంత్రం	మధ్యాహ్నం తరువాత సమయం లేదా  రోజులో మూడవ జాము	1
173	అపవాదం	సామాన్య నియమాలకు విరుద్ధమైనది.	1
174	తెలియనితప్పు	పొరపాటుగా జరిగినది	1
175	అపరాధి	నేరం చేసినవాడు.	1
176	మచ్చ	తప్పు పని చేయ్యడం వలన కలిగేది.	1
177	అపరిశుభ్రమైన	శుభ్రంగా లేకపోవడం.	1
178	తినగామిగిలినది	ఎంగిలి భోజనం	1
179	అపశకునం	అశుభశకునం	1
180	చెడుమాటలు	కోపంతో కూడిన విమర్శ.	1
181	పని	ఇది ఒక క్రియ.	1
182	చెడుపని	అది ఒక కార్యము. అది చెడుతో కూడుకొన్నది.	1
183	పండుగ	అది ఒక శుభకార్యం. దాన్ని ఘనంగా జరుపుకుంటారు.	1
184	పియానో	కర్రసహాయంతో తీగను మీటే ఒక సంగీత వాయిద్యం	1
185	ఒక	రెండుకన్నా తక్కువ, సున్నకన్నా ఎక్కువ.	1
186	ఐక్యమత్యంగల	కలసి-మెలసి ఉండుట.	1
187	ప్రజలు	ఒకరికన్నా ఎక్కువ మంది సమూహం	1
188	మర్యాదలేని	పెద్దల పట్ల భయభక్తులు లేనివాడు	1
189	స్వజనులు	వారి వంశానికి చెందినవారు లేక రక్త సంబంధం కలిగినవారు	1
190	సజాతీయ	ఒకే జాతికి చెందిన.	1
191	తికమక	ఏమీ చేయాలో తోచని స్థితి	1
192	సర్వాంగములుగల	వికలాంగులు కానివారు	1
193	వ్యక్తి	మానవ జాతికి సంబంధించిన వాళ్ళలో ఒకరు.	1
194	ఇతరుల	మనకు సంబంధము కానివి.	1
195	విదేశీయ	మన దేశము కానిది.	1
196	ప్రతిపక్షీయ	విరోధం కలిగిన వైపు.	1
197	అతిధిగృహం	అతిథుల నివాసం కోసం ఏర్పాటు చేయబడిన ఇల్లు.	1
198	కొలను	ఒకచోట నీరు నిల్వ ఉండే ప్రదేశం	1
199	మిక్కిలి_ఔదార్యంగల_దానశీలి	అత్యంత ఆధరణపూర్వకమైన దానం చేసేవాడు	1
200	వసారా	ఇంటికి కొంచెం బయట వుండే స్థలం	1
201	ప్రధానద్వారం	ఏదేని భవనానికి ఉండే ప్రముఖ ద్వారం	1
202	గ్రహ_దశ	మనుషుల జీవితంలో వేరు-వేరు గ్రహాలు నిశ్చయించిన సుఖదుఃఖాలుంటాయి.	1
203	రాశిచక్రం	సౌరమండలంలో ఉండే గ్రహాలను బట్టి భవిష్యత్తును నిర్ణయించే జోతిష్యచక్రం	1
204	రాశి	సౌరమండలంలో ఉన్న పన్నెండు సమూహాలలో ప్రత్యేకమైనది, జన్మించే తేదీని బట్టి గ్రహస్థితులను తెలియజెప్పే మేషం, వృషభం, మిథునం, కర్కాటకం, సింహం, తుల, కన్య, వృచ్చికం, మకరం, ధనస్సు, కుంభం, మీనం మొదలైనవి	1
205	గ్రహం	అది అంతరిక్షంలో సూర్యూడి చుట్టూ తిరిగేది	1
206	గౌరవనీయులు	ఎవరైతే గౌరవించడానికి అర్హులో	1
207	నమాజు	ఇస్లాం మతస్తుల దైవ ప్రార్థన	1
208	పూజించే	ఎవరికి పూజ చేస్తారో	1
209	తల్లితండ్రులు	మనకు జన్మనిచ్చేవాళ్ళు.	1
210	సమర్థించేవాడు	ఏదేని పక్షమును లేక సిద్ధాంతాన్ని అంగీకరించేవాడు	1
211	పెద్దక్క	ఆమె సోదరి. వయస్సులో అందరికన్నా పెద్దది.	1
212	బంగారుగని	బంగారు యొక్క గని.	1
213	ఇనుపఖజానా	ఇనుము దొరికే ప్రదేశం	1
214	లోహం	నల్ల రంగులో ఉండే ధాతువు దానితో పాత్రలు, ఆయుధాలు మరియు యంత్రాలు చేస్తారు	1
215	విపక్షం	వ్యతిరేక పక్షంగలవాడు	1
216	సూర్యవంశం	క్షత్రియుల మూల వంశాలలో రెండు ప్రసిద్ధమైన లేదా ఆ వంశాలలో ఒకటి సూర్యునికి సంబంధించిన ఒక వంశం	1
217	చంద్రవంశం	క్షత్రియుల మూల వంశాలలో రెండు ప్రసిద్ధమైన లేదా ఆ వంశాలలో ఒకటి చంద్రునికి సంబంధించిన ఒక వంశం	1
218	సజ్జనుడు	అందరికన్నా మంచి ప్రవర్తన కలిగిన వ్యక్తి	1
219	చెడ్డవాడు	తప్పు పని చేసే వ్యక్తులు.	1
220	పేరు	అది ఒక శబ్ధం. దీని ద్వారా ఏదైన వస్తువులను, వ్యక్తులను పిలవడానికి ఉపయోగ పడుతుంది.	1
221	బిరుదు	గౌరవాన్ని సూచించుటకు ఉపయోగించు శబ్ధం. దీనిని ఏదో ఒక పేరుతో పిలవబడుతుంది.	1
222	బుధుడు	సౌరకుటుంబంలో అన్నింటికన్నా చిన్నది, సూర్యుని చుట్టూ తిరిగే గ్రహం	1
223	శుక్ర	తెల్లవారు ఝామున ఎక్కువగా ప్రకాశించే గ్రహం/ భూమికి సూర్యునికి మధ్య ఉండే గ్రహం	1
224	గురుడు	సౌరకుటుంబంలో ఐదవగ్రహం ఇది భూమికి చాలా దూరంగా ఉంటుంది	1
225	శని	సౌరకుటుంబంలో ఆరవ గ్రహం	1
226	వరుణుడు	సౌరకుటుంబంలో అన్నింటికంటే దూరంగా వుండే గ్రహం	1
227	ప్లూటో	సూర్య కుటుంబములో అతి చిన్న గ్రహము ఇది సూర్యునికి చాలా దూరంగా ఉంటుంది	1
228	రాష్ట్రం	ఏ దేశంలో అయితే భిన్నసంసృతుల వివిధ భాషలు వ్యవహరాలు  కలిగివుంటారో	1
229	మండలం	జిల్లాలో ఒక భాగం	1
230	జిల్లా	కొన్ని మండలాలు కలిసిన ప్రాంతం	1
231	కేకలుపెట్టు	ఆపద సమయంలో గట్టిగా అరవడం.	1
232	ఏడ్చు	బాధ, నొప్పి కలిగినపుడు, తిట్టి, కొట్టి, అవమానించినప్పుడు కళ్లలో నుండి నీళ్ళు వచ్చే ప్రక్రియ	1
233	పాట	రాగం, తాళం, పల్లవులను కలిగి ఉండేది	1
234	బాధతోమూలుగు	కష్ట సమయంలో నోటి నుండి వచ్చే హూ....హూ.... శబ్దం	1
235	వెక్కివెక్కి_ఏడ్చు	నెమ్మది నెమ్మదిగా ఏడ్చుట.	1
236	కన్నీళ్ళు_వచ్చు	కళ్ళ నుండి నీరు కారడం.	1
237	విలపించుట	ఏడుస్తూ బాధను వ్యక్తం చేయుట.	1
238	మండలం	ఏదైన మండలము లేదా జిల్లాలో ఒక భాగం	1
239	వాదోపవాదాలుచేయు	ఒక చోట కూర్చొని ఏదైన విషయాన్ని గురించి మాట్లాడటం.	1
240	మొండిచేయు	నిరుపయోగమైన వాదవివాదాలు చేయడం	1
241	బెదరించు	అదిలించినట్లు మాట్లాడటం.	1
242	అభిప్రాయాలను_వ్యక్తపరచు	మనస్సులోని మాటలను బయట పెట్టుట.	1
243	వెల్లడిచేయు	మనస్సులోని మాటలను బయటకు చెప్పుట.	1
244	సత్యవాది	ఎవరైతే నిజం చేబుతారో	1
245	నమ్మదగిన	చెప్పినట్లుగా నడుచుకోవడం.	1
246	కల్పితమైన	వాస్తవం కాకుండా ఉండుట.	1
247	ముడి_లోహం	అన్య ధాతువులు కలిసి ఉన్న లోహం	1
248	పోతపోసిన_లోహం	చాలా విలువైన లోహం	1
249	కులంపేరు	పేరుకు తరువాత వ్రాసేది	1
250	మారుపేరు	ఏదైన వ్యక్తులకు లేక వస్తువులకు వాస్తవంగా ఉండే పేరు కాకుండా మరొక పేరు లేక చిన్నపేరు.	1
251	మొత్తంఅంకెలు	ప్రతి పరీక్ష మొదట్లో అంకెల మొత్తం సంఖ్య ఆధారాన్ని బట్టి పరీక్ష రాసే అభ్యర్ధి యొక్క అంకె వస్తుంది.	1
252	మార్కులు	పరీక్షలలో మూల్యాంకనం ద్వారా ఉపాధ్యాయులు విద్యార్థులకు ఇచ్చేవి	1
253	భిన్నసంఖ్య	గణితంలో ఒక భాగాన్ని సూచించే కొన్ని సంఖ్యలు	1
254	విభాజకం	దేనితో అయితే విభజించబడుతుందో	1
255	రోమన్_అంకె	రోమన్ భాషలో అంకె	1
256	లిపి	భావాలను అక్షరరూపంలో తెలపడం.	1
257	అచ్చులు	వర్ణమాలలో మొదటివి.	1
258	హల్లులు	అచ్చుల సహాయముతో పలకబడేవి.	1
259	సంయుక్తాక్షరం	ఆ అక్షరం పరస్పర సంబంధం కలిగి ఉంది	1
260	మృధులాస్థి	ఒక నీలం తెలుపు మరియు బూడిదరంగు తో అర్ధపారదర్శకత కలిగి దారాలవలే ఉండే నరం	1
261	చిత్రలిపి	బొమ్మగీయడం ద్వారా భావాన్ని తెలిపే లిపి	1
262	సమతలంగాలేని	ఎగుడు దిగుడుగా ఉండే ప్రదేశం	1
263	ద్రాక్షతో_చేసిన	ద్రాక్షతో తయారు చేసినది	1
264	ప్రక్కటెముకలు	పొత్తి కడుపు చుట్టూ ఉన్న అస్ధిపంజరం.	1
265	వెన్నెముక	వీపుకు మధ్యలో ఉండే పొడవైన ఎముక	1
266	శక్తి	ఎంతటి పనినైన చేయగలగడం	1
267	నోరు	మాట్లాటానికి మరియు తినడానికి ఉపయోగించే ముఖ అవయవం	1
268	దంతం	నోటి భాగంలో గట్టి పధార్థాలను నమలటానికి ఉపయోగపడేవి	1
269	చిరునాలుక	నోటి లోపల నాలుకకు పై భాగం వుండేది	1
270	పళ్ళచిగుళ్ళు	పళ్ళ యొక్క స్థావరాలను కప్పివుంచిన చర్మం	1
271	ప్రశ్నవాచకగుర్తు	అది ఒక చిహ్నం. ఇది ప్రశ్నార్ధకాన్ని తేలియచేయును.	1
272	విరామచిహ్నం	వాక్యం చివర ఉంచే చిహ్నం	1
273	ఒప్పుగుర్తు	అది ఒక చిహ్నము. అది సరిగ్గా ఉంటుంది.	1
274	తప్పు_గుర్తు	అది ఒక చిహ్నము. అది తప్పును సూచిస్తుంది.	1
275	వజ్రం	ఒక అమూల్యమైన రత్నం	1
276	దేవుని_ప్రేమ	మహోన్నతుడు సర్వోన్నతుడు అయిన దేవుని స్వచ్చమైన అనురాగం	1
277	అంధభక్తి	అవగుణాలను పట్టించుకోకుండా గుడ్డిగా ఒక వ్యక్తిని అనుసరించడం	1
278	నవవిధభక్తి	ధర్మసంబంధంమైన గ్రంథాలలో మన్య భక్తి తొమ్మిది విధాలు	1
279	రంగు	ఒక వస్తువును ప్రత్యేకమైనదిగా గుర్తించడానికి ఉపయోగపడే ఛాయ	1
280	అద్దకపు_రంగు	ఎక్కువ రోజులు ఉండకుండా త్వరగా పోయే రంగు	1
281	అక్షయతృతీయ.	వైశాఖ మాసంలో శుక్ల పక్షంలో వచ్చే మూడవ తిధి	1
282	తీవ్రానుభూతి	గాఢతతో కూడుకొన్న అనుభూతి	1
283	కఠినజలం	సబ్బుతో ఉతకలేని లవణాలతో కూడిన నీళ్ళు	1
284	మృదుజలం	లవణం లేకుండా ఉండే జలం	1
285	అకర్మకక్రియ	వ్యాకరణంలో ముగింపు లేనివి	1
286	సకర్మకక్రియ	వ్యాకరణంలో ముగింపు ఉన్నది	1
287	భూమి	నీరు లేకుండా ఉండే ప్రదేశం	1
288	ఖడ్గమృగపుకొమ్ము	ఖడ్గమృగానికి మొహంపైన ఉన్న కొమ్ము	1
289	కోర	అడవి పంది దంతం	1
290	చినుకు	ఆకాశం నుండి కురిసే నీటి చుక్కలు	1
291	మరక	ఏదైన ద్రవ పదార్ధం చల్లినపుడు పడే చుక్క	1
292	బుడగ	గోళాకృతిలో ఉండి లోపల గాలితో నిండి ఉన్న నీటి బుడ్డ	1
293	బాల_నేరం	పిల్లలు చేసే అపరాధం	1
294	చీము	గాయం లేదా కోసుకొనుట ద్వారా మనిషి శరీరం నుండి కారే స్రావం లేదా చెట్ల బెరడులను కోసినప్పుడు వచ్చే నీరులాంటి పదార్థం	1
295	రక్తం	గుండే నుండి శరీరంకు సరఫర అయ్యేది	1
296	బ్రాహ్మిలిపి	భారత దేశంలో ప్రాచీన లిపి దాని నుంచి అధునిక కాలంలోఅన్ని లిపిలు వచ్చాయి	1
297	కరోష్టిలిపి.	ఒక ప్రాచిన లిపి దాన్నికుడివైపు నుండి ఎడమవైపుకు రాస్తారు	1
298	దేవనాగరిలిపి	భారత దేశంలో రాష్ట్రలిపి దీన్ని సంసృతం, హింది, మరాఠి మొదలైన అనేక భాషల్లో రాయబడింది	1
299	పరోపకారం	ఇతరులకు మంచి చేయుట.	1
300	నమ్మినబంటు	ఒక వ్యక్తి. అతడు విశ్వాస స్వభావం కలిగి ఉంటాడు.	1
